reaction_id
[CH2]CCC_m2.C[CH]CC_m2>>CCCC_m1.CC=CC_m1
[CH2]CCC_m2.[CH2]C=CC_m2>>CC=CC_m1.C=CCC_m1
C#C[CH]C_m2.[CH]=C=C=C_m2>>C=C=C=C_m1.C#CC=C_m1
C=C[O]_m2.C[C]=O_m2>>C=CO_m1.C=C=O_m1
[CH]1C=CCO1_m2.C=CC[C]=O_m2>>C1=COCC1_m1.C=CC=C=O_m1
[CH]=CCC_m2.[CH2]CC=C_m2>>C=CC=C_m1.C=CCC_m1
O=[C]C=CC=O_m2.C=[C]C(=O)C=O_m2>>O=CC=CC=O_m1.C#CC(=O)C=O_m1
[CH2]C=CC_m2.[CH2]CC=C_m2>>C=CC=C_m1.CC=CC_m1
[CH2]C=C_m2.C#C[CH2]_m2>>C#CC_m1.C=C=C_m1
[CH2]C=C_m2.C=[C]C_m2>>C=CC_m1.C#CC_m1
O=[C]CC=O_m2.C=C(O)[CH]O_m2>>O=CCC=O_m1.C=C(O)C=O_m1
[CH]=CCC_m2.[CH2]C=CC_m2>>C=CC=C_m1.C=CCC_m1
[CH]=CCC_m2.[CH2]C=CC_m2>>C=C=CC_m1.C=CCC_m1
[CH2]C#CC_m2.C#C[CH]C_m2>>C=C=CC_m1.C#CC=C_m1
O=C([CH]O)C(=O)OO_m2.[O]C1C(=O)OOC=1O_m2>>O=C1OOC(O)C1=O_m1.O=CC(=O)C(=O)OO_m1
