reaction_id,rmg_value,sensitivity,uncertainty,class
CC_m1.[O]O_m2>>C[CH2]_m2.OO_m1,0.25740578030966704,0.15612449774506754,0.5,abstraction
C=O_m1.C#C[O]_m2>>[CH]=O_m2.C=C=O_m1,0.2563481997180225,0.0001698031022190466,7.319652410885509,abstraction
CCO[O]_m2>>C=C_m1.[O]O_m2,0.2474699511451993,0.15009811272715087,0.5,
[O]O_m2.CO[O]_m2>>[O][O]_m3.COO_m1,0.2462966395706601,0.05495620863142149,1.5,abstraction
C=O_m1.[H]_m2>>[CH]=O_m2.[H][H]_m1,0.24579703385617016,0.14908343710019134,0.5,abstraction
[O]_m3.[CH3]_m2>>[H]_m2.[H][H]_m1.[C-]#[O+]_m1,0.2420654876124917,0.14682013989526493,0.5,
C_m1.[O]O_m2>>[CH3]_m2.OO_m1,0.2401633987832809,0.14566646470285166,0.5,abstraction
OO_m1.[H]_m2>>[O]O_m2.[H][H]_m1,0.2334084218258386,0.1415693640725105,0.5,abstraction
CCC_m1.[O]O_m2>>C[CH]C_m2.OO_m1,0.2321951662736481,0.14083348738204038,0.5,abstraction
[H]_m2.OO_m1>>[OH]_m2.O_m1,0.2302835582082684,0.13967403848103366,0.5,
C[O]_m2.CO[O]_m2>>C=O_m1.COO_m1,0.2281462634702531,0.0044087531389492216,3.946395015176066,abstraction
[H]_m2.C#C[O]_m2>>[C-]#[O+]_m1.[CH2]_m1,0.2208029240865831,0.13392374321271378,0.5,
[CH]=C_m2.C=C[O]_m2>>C#C_m1.CC=O_m1,0.21857902733453016,0.0014727739012917178,5.0,abstraction
C=CO_m1>>CC=O_m1,0.2136157946034283,0.12956452882585576,0.5,migration
[CH3]_m2.C[CH2]_m2>>CCC_m1,0.2124908756786086,0.12888223100826166,0.5,
[H]_m2.C=O_m1>>[CH2]O_m2,0.21026871890348256,0.12753442479345956,0.5,addition
O=CC=O_m1.[CH3]_m2>>[O]C=C=O_m2.C_m1,0.20523069140328198,0.0159670893064433,2.5536049848239344,abstraction
O=COO_m1.[O]O_m2>>[O]OC=O_m2.OO_m1,0.2030922117103536,0.04531599772383002,1.5,abstraction
[O]_m3.[CH]=C_m2>>C=C[O]_m2,0.20065865197663446,0.015611381486434999,2.5536049848239344,
[CH]=C_m2.[O]_m3>>C#C_m1.[OH]_m2,0.1993342296755337,0.01550834051816399,2.5536049848239344,abstraction
C[O]_m2.C=C[O]_m2>>C=O_m1.C=CO_m1,0.19685704095086606,0.0015567946591962488,4.839848783037636,abstraction
CCC_m1.[OH]_m2>>C[CH]C_m2.O_m1,0.18870996850816346,0.11445838169360666,0.5,abstraction
[OH]_m2.C=C=O_m1>>O=C=O_m1.[CH3]_m2,0.18757122648730826,0.11376769974445484,0.5,
[CH]=C_m2.[O][O]_m3>>C#C_m1.[O]O_m2,0.1834517363591966,0.1112691026793716,0.5,abstraction
C=CC=O_m1.[H]_m2>>C=C[C]=O_m2.[H][H]_m1,0.17672595287990867,0.013749400994098429,2.5536049848239344,abstraction
[CH]=C_m2.[CH]=C_m2>>C#C_m1.C=C_m1,0.17567121480811396,0.0011836633346420302,5.0,abstraction
OO_m1.[CH]=C_m2>>[O]O_m2.C=C_m1,0.17271861385664058,0.1047591348071198,0.5,abstraction
[C-]#[O+]_m1.C[O]_m2>>O=C=O_m1.[CH3]_m2,0.17103419329072148,0.10373748209003936,0.5,
[H]_m2.CC=CO_m1>>C[CH]CO_m2,0.1694943645155122,0.10280352872716718,0.5,addition
[H]_m2.[O]C=O_m2>>[O]C[O]_m3,0.16687209112604598,0.0019336017539522293,4.457843140049898,addition
CCC=O_m1.[H]_m2>>CC[C]=O_m2.[H][H]_m1,0.16382819891501346,0.03655501226073577,1.5,abstraction
C[CH2]_m2.C=C[O]_m2>>C=C_m1.C=CO_m1,0.1607264422551576,0.012504628035151491,2.5536049848239344,abstraction
C=O_m1.[O]_m3>>[CH]=O_m2.[OH]_m2,0.1604291084509544,0.09730517298586698,0.5,abstraction
C[CH]C_m2.[O][O]_m3>>C=CC_m1.[O]O_m2,0.15999629443227698,0.0356999987998293,1.5,abstraction
[H]_m2.C=CC_m1>>C[CH]C_m2,0.15947446117951855,0.09672615014653012,0.5,addition
C=CO_m1.[CH]C=O_m3>>C=C[O]_m2.C=C[O]_m2,0.158390068355685,0.0009232884124635104,5.144874398053787,abstraction
[CH3]_m2.[CH]=C_m2>>C=CC_m1,0.15782881405423646,0.09572801470997856,0.5,
C[CH]CO_m2.CO[O]_m2>>C=CCO_m1.COO_m1,0.1576584387562356,0.002309200906214079,4.2235293763427535,abstraction
COO_m1.[CH2]O_m2>>CO[O]_m2.CO_m1,0.1561213304197127,0.0007973186270267213,5.277134361166686,abstraction
[OH]_m2.[CH3]_m2>>[H][H]_m1.C=O_m1,0.1520760161181782,0.0922387663826277,0.5,
[O]OCCO_m2>>C=CO_m1.[O]O_m2,0.15133370715388136,0.03376711431310113,1.5,
[O]CCCO[O]_m3.[OH]_m2>>[O]OCCCOO_m2,0.15003296232608726,0.03347687891136319,1.5,
[C-]#[O+]_m1.[O][O]_m3>>[O]_m3.O=C=O_m1,0.14477309869357724,0.0878093230592576,0.5,
[H]_m2.CO[O]_m2>>COO_m1,0.14393916674627855,0.0011383068899003433,4.839848783037636,
C=C[O]_m2.[O][O]_m3>>[OH]_m2.[C-]#[O+]_m1.C=O_m1,0.1436807852844801,0.08714680148662493,0.5,
O=[C]O_m2.[O][O]_m3>>O=C=O_m1.[O]O_m2,0.14306540375419166,0.011130587061741084,2.5536049848239344,abstraction
C=C_m1.[O]_m3>>C=O_m1.[CH2]_m3,0.1420347340692952,0.08614842095715806,0.5,
[CH]=C_m2.C#C[O]_m2>>C#C_m1.C=C=O_m1,0.14122140557091015,0.0009515423458731461,5.0,abstraction
C=C[O]_m2.CO[O]_m2>>C=C=O_m1.COO_m1,0.13766759145529814,0.002660321570593073,3.946395015176066,abstraction
C=CO_m1.[OH]_m2>>C=C[O]_m2.O_m1,0.1370004810943822,0.0830949921791238,0.5,abstraction
CC_m1.[OH]_m2>>C[CH2]_m2.O_m1,0.13558980624265327,0.08223937463066462,0.5,abstraction
C=C=O_m1.[OH]_m2>>C#C[O]_m2.O_m1,0.13213179029369618,0.08014198193584687,0.5,abstraction
C[CH2]_m2.[CH]=O_m2>>C=C_m1.C=O_m1,0.13199921207216705,0.005544861050124709,3.169924391518818,abstraction
[H]_m2.C=C=O_m1>>[C-]#[O+]_m1.[CH3]_m2,0.13157968833644348,0.07980711517148578,0.5,
C[CH]C_m2.CO[O]_m2>>C=CC_m1.COO_m1,0.13006565623165775,0.0019050533140307008,4.2235293763427535,abstraction
C=O_m1.[O]OCCO_m2>>[CH]=O_m2.OCCOO_m1,0.12954701377609798,0.010078846999942031,2.5536049848239344,abstraction
[H]_m2.C=C=O_m1>>C[C]=O_m2,0.12937479692370096,0.07846978092832031,0.5,addition
CCOO_m1.C[CH]C_m2>>CCO[O]_m2.CCC_m1,0.12892328649664345,0.07819592601113001,0.5,abstraction
CC_m1.[CH3]_m2>>C[CH2]_m2.C_m1,0.12727549098954313,0.07719648751513693,0.5,abstraction
C=O_m1.[O][O]_m3>>[CH]=O_m2.[O]O_m2,0.12448589149257393,0.07550450989190616,0.5,abstraction
O_m1.[CH2]_m1>>O_m1.[CH2]_m3,0.123419105764179,0.07485747164029076,0.5,
O=[C]O_m2.[OH]_m2>>O=C=O_m1.O_m1,0.12332665070075136,0.005180554725880229,3.169924391518818,abstraction
[CH]=C_m2.C[CH2]_m2>>C#C_m1.CC_m1,0.1223411042387962,0.0008243278761705992,5.0,abstraction
OO_m1.C=C[CH]O_m2>>[O]O_m2.CC=CO_m1,0.12081202209624407,0.026956805838190587,1.5,abstraction
COO_m1.[O]O_m2>>CO[O]_m2.OO_m1,0.12006839495831735,0.07282516280470525,0.5,abstraction
[O][O]_m3.[CH2]_m1>>[O][O]_m3.[CH2]_m3,0.11998082661786945,0.07277204992140343,0.5,
C[CH]C_m2.CCO[O]_m2>>C=CC_m1.CCOO_m1,0.11947930303061625,0.0017499964924726447,4.2235293763427535,abstraction
O[CH]CO_m2.[O][O]_m3>>O=CCO_m1.[O]O_m2,0.11893247429932992,0.026537422037258503,1.5,abstraction
[C-]#[O+]_m1.[CH2]_m3>>C=C=O_m1,0.11616753194785565,0.0704591697895213,0.5,
[CH]=O_m2.[CH2]O_m2>>O=CCO_m1,0.11560264964340175,0.008993965855187651,2.5536049848239344,
[CH]=O_m2.[CH2]_m3>>C=C[O]_m2,0.11225541595083458,0.0010617960063912472,4.6608149544718005,
C[CH2]_m2.[OH]_m2>>C=C_m1.O_m1,0.1110945923142523,0.0673822763668695,0.5,abstraction
[O]_m3.C[CH2]_m2>>CC[O]_m2,0.10877730507372516,0.00846294934130219,2.5536049848239344,
C[CH2]_m2.[O][O]_m3>>C=C_m1.[O]O_m2,0.10844991337565288,0.06577819750551267,0.5,abstraction
[CH]=C_m2.[OH]_m2>>C#C_m1.O_m1,0.10622362863410653,0.0644278875525144,0.5,abstraction
CCOO_m1.C[CH2]_m2>>CCO[O]_m2.CC_m1,0.10562495222066956,0.06406477195251807,0.5,abstraction
OCCOO_m1.[CH2]CC_m2>>[O]OCCO_m2.CCC_m1,0.10471979679966324,0.00814727239975609,2.5536049848239344,abstraction
CC=O_m1>>[CH]=O_m2.[CH3]_m2,0.1022723552575662,0.06203131910473645,0.5,
C[CH]C[O]_m3>>CCC=O_m1,0.10194880704993084,0.0009643083611162156,4.6608149544718005,migration
CC_m1.[H]_m2>>C[CH2]_m2.[H][H]_m1,0.10117267461792473,0.06136432908090149,0.5,abstraction
C[O]_m2.CCO[O]_m2>>C=O_m1.CCOO_m1,0.09759488198882944,0.001885946917424452,3.946395015176066,abstraction
C=C[C]=O_m2.[O][O]_m3>>C=CC(=O)O[O]_m2,0.09634904410528987,0.007496022068144758,2.5536049848239344,addition
[O]O_m2.[CH2]CC_m2>>[O][O]_m3.CCC_m1,0.09158954202836203,2.828197854188709e-05,8.08284757298277,abstraction
[H]_m2.[O]_m3>>[OH]_m2,0.08874726420721571,0.053827936707293925,0.5,
