,reaction_id,rmg_value,class
877,C=[C]C_m2.[CH]=CCC_m2>>C=C=C_m1.C=CCC_m1,0.0007744662381249704,abstraction
878,[CH2]O_m2.CO[O]_m2>>C=O_m1.COO_m1,0.000771002193436959,abstraction
879,C[CH2]_m2.[CH]=C_m2>>C=C_m1.C=C_m1,0.0007670071865006192,abstraction
880,C[CH]CC_m2.C=C[O]_m2>>CC=CC_m1.CC=O_m1,0.0007611142505398723,abstraction
881,O=C[C](O)C=O_m2.[OH]_m2>>O=C=C(O)C=O_m1.O_m1,0.0007556913034857726,abstraction
882,C=[C]C_m2.C#C[CH]C_m2>>C#CC_m1.C=C=CC_m1,0.0007459147568391423,abstraction
883,C_m1.[OH]_m2>>[CH3]_m2.O_m1,0.0007419250377018276,abstraction
884,[H]_m2.C1C=COC=1_m1>>[CH]1C=CCO1_m2,0.0007381711308726926,addition
885,[CH2]C#CC_m2.CC=O_m1>>CC#CCC(C)[O]_m2,0.0007218711288129509,addition
886,[CH]1C=CCO1_m2.C=CC[C]=O_m2>>C1=COCC1_m1.C=CC=C=O_m1,0.0007147149363518312,
887,[O]C=O_m2.[CH2]C#CC_m2>>O=C=O_m1.C=C=CC_m1,0.000711661840898632,abstraction
888,[CH2]C=CC_m2.C=C[O]_m2>>C=C=CC_m1.C=CO_m1,0.0007044708380010992,abstraction
889,C=C_m1.[OH]_m2>>[CH]=C_m2.O_m1,0.000700605559377437,abstraction
890,[CH]_m2.O_m1>>[H]_m2.C=O_m1,0.0006989740408625973,
891,[CH2]CO_m2.[CH2]C=CC_m2>>C=CO_m1.C=CCC_m1,0.0006955572444984204,abstraction
892,[H]_m2.C#C[CH]C_m2>>[CH]=C[CH]C_m3,0.0006954613911732534,addition
893,O=C[C](O)C=O_m2.[C]#C_m2>>O=C=C(O)C=O_m1.C#C_m1,0.0006914528331883026,abstraction
894,[O]O_m2.[CH3]_m2>>[O][O]_m3.C_m1,0.0006834231869613984,abstraction
895,[CH2]O_m2.[O]C=O_m2>>C=O_m1.O=CO_m1,0.0006621138088705982,abstraction
896,C[CH2]_m2.[CH2]CC=C_m2>>C=C_m1.C=CCC_m1,0.000650854188236567,abstraction
897,CCCCOO_m1.[CH3]_m2>>C[CH]CCOO_m2.C_m1,0.000649824009726467,abstraction
898,[CH2]C=CC_m2.[O][O]_m3>>C=CC(C)O[O]_m2,0.0006468666306121761,addition
899,C[O]_m2.[CH2]CCC_m2>>C=O_m1.CCCC_m1,0.0006383625506246112,abstraction
900,[OH]_m2.CC(=O)CCOO_m1>>C[C](CCOO)OO_m2,0.0006369927576699677,addition
901,O=C[C](O)C=O_m2.[H]_m2>>O=CC(=O)C=O_m1.[H][H]_m1,0.0006365879773610954,abstraction
902,C[CH]CC_m2.[CH2]C=C_m2>>CC=CC_m1.C=CC_m1,0.0006248179202190122,abstraction
903,C=C[O]_m2.C#C[O]_m2>>C=C=O_m1.C=C=O_m1,0.0006193131089941563,abstraction
904,[CH2]C=CC=O_m2.[O]_m3>>C=CC=C=O_m1.[OH]_m2,0.0006128904284986867,abstraction
905,[CH2]C#CO_m2.[O]O_m2>>C=C=C=O_m1.OO_m1,0.0006038049533436643,abstraction
906,O=C[C](O)C=O_m2.[CH2]C=CC_m2>>O=CC(=O)C=O_m1.CC=CC_m1,0.0006031690662410277,abstraction
907,C=C=CC_m1.[CH]=O_m2>>[CH2]C#CC_m2.C=O_m1,0.0005934133061279738,abstraction
908,C[CH]CC_m2.CCCCO[O]_m2>>C=CCC_m1.CCCCOO_m1,0.0005902676130455484,abstraction
909,C=C=C=C[O]_m2.[O][O]_m3>>[O]OCC#CC=O_m2,0.0005883556785516205,addition
910,[O]_m3.C=C_m1>>[C-]#[O+]_m1.C_m1,0.0005784868572573989,
911,[H]_m2.[C]#C_m2>>C#C_m1,0.0005777320823740201,
912,O=C[CH]C=CO_m2.[CH2]C=CC_m2>>O=CC=CC=O_m1.CC=CC_m1,0.0005772035431521077,abstraction
913,[CH2]CC_m2.C#C[CH2]_m2>>C=CC_m1.C=C=C_m1,0.0005744492826821718,abstraction
914,C=[C]C_m2.[CH2]_m3>>C#CC_m1.[CH3]_m2,0.00057238932341758,abstraction
915,[O]CC=CC=O_m2.[O][O]_m3>>O=CC=CC=O_m1.[O]O_m2,0.0005699723537034888,abstraction
916,C[CH2]_m2.[CH]1C=CCO1_m2>>C=C_m1.C1=COCC1_m1,0.0005673869398813879,abstraction
917,[O]_m3.[CH2]_m1>>[H]_m2.[H]_m2.[C-]#[O+]_m1,0.0005596723774850982,
918,[H]_m2.[CH]=C=C=C_m2>>C#CC=C_m1,0.0005596642257703247,
919,C_m1.C#C[CH2]_m2>>[CH3]_m2.C=C=C_m1,0.0005505928756770113,abstraction
920,C=CO_m1.C=[C]C_m2>>C=C[O]_m2.C=CC_m1,0.0005488499988999275,abstraction
921,[CH2]O_m2.[C]#C_m2>>C=O_m1.C#C_m1,0.0005484766383642207,abstraction
922,[CH2]CO_m2.C[CH]CC_m2>>C=CO_m1.CCCC_m1,0.0005470020672680686,abstraction
923,O=CC=CC=O_m1.[CH]=C_m2>>O=[C]C=CC=O_m2.C=C_m1,0.0005421768614911664,abstraction
924,[O][O]_m3.C=C=CC_m1>>C=C([CH]C)O[O]_m3,0.0005416702967105538,
925,C=O_m1.[CH2]C=C_m2>>[CH]=O_m2.C=CC_m1,0.0005378768938004583,abstraction
926,CCCC_m1.[CH]=C_m2>>C[CH]CC_m2.C=C_m1,0.0005378208539253045,abstraction
927,O=C1OOC(O)[C]1O_m2.[O]C(=O)O_m2>>O=C1OOC(O)C1=O_m1.O=C(O)O_m1,0.000535691658176462,abstraction
928,[CH]=O_m2.C#C_m1>>[CH]=CC=O_m2,0.0005352890028106561,addition
929,C=C[O]_m2.[CH2]C=C_m2>>C=C=O_m1.C=CC_m1,0.0005349905544632575,abstraction
930,C#CC(=C)[O]_m2.C=C=O_m1>>C#CC(=O)CO[C]=C_m2,0.0005347282578190741,addition
931,O=C[C](O)C=O_m2.C[CH2]_m2>>O=C=C(O)C=O_m1.CC_m1,0.0005300664032930331,abstraction
932,[CH2]CO_m2.C[CH2]_m2>>C=CO_m1.CC_m1,0.0005286095106715403,abstraction
933,[CH]1C=CCO1_m2.[CH2]C=CC_m2>>C1C=COC=1_m1.CC=CC_m1,0.0005279565660789849,abstraction
934,[CH2]O_m2>>C[O]_m2,0.0005276043689383854,migration
935,C#C[CH]C_m2.[CH]=CCC_m2>>C#CC=C_m1.C=CCC_m1,0.0005248832189281357,abstraction
936,[CH2]C=C_m2.[CH]=O_m2>>C=C=C_m1.C=O_m1,0.0005239813945687677,abstraction
937,[H]_m2.C[C]=O_m2>>CC=O_m1,0.000521538883540091,
938,C=CCC_m1.[CH2]CCCOO_m2>>[CH2]C=CC_m2.CCCCOO_m1,0.0005173689175099267,abstraction
939,C=C=O_m1.C=C(O)[CH]O_m2>>C=C(O)[CH]OCC=O_m2,0.0005160279536066388,
940,C=CCC_m1.C=C[O]_m2>>[CH2]C=CC_m2.C=CO_m1,0.00051447103360982,abstraction
941,C=C=O_m1.[CH3]_m2>>C#C[O]_m2.C_m1,0.0005107907401054015,abstraction
942,C=C[O]_m2.CC(=O)C(=O)C=O_m1>>CC(=O)C([O])(C=O)CC=O_m2,0.000510353130607704,addition
943,C#C[CH]C_m2.[C]#C_m2>>C#CC=C_m1.C#C_m1,0.0005096149169845836,abstraction
944,C[C]=O_m2.C[CH]CC_m2>>C=C=O_m1.CCCC_m1,0.0005061407694205473,abstraction
945,C=CCO[O]_m2>>[O]O_m2.C=C=C_m1,0.0005039848962036666,
946,C=CC_m1.C#C[CH2]_m2>>[CH2]C=C_m2.C#CC_m1,0.0005025286891827839,abstraction
947,C[CH2]_m2.[CH]=O_m2>>C=C_m1.C=O_m1,0.0005018947747423107,abstraction
948,[CH]_m2.[CH3]_m2>>[CH]C_m1,0.0004999817743118007,
949,[O]O_m2.CO[O]_m2>>[O][O]_m3.COO_m1,0.0004972383969694962,abstraction
950,[CH2]CC=C_m2.[CH2]O[O]_m3>>C=CC=C_m1.CO[O]_m2,0.00048634845209232587,abstraction
951,[CH2]CCC_m2.[CH2]C#CC_m2>>C=CCC_m1.C=C=CC_m1,0.0004844574568491638,abstraction
952,C=CC_m1.[CH2]_m1>>CC=CC_m1,0.00048084205966721365,
953,C=CC_m1.[CH2]C=CC_m2>>[CH2]C=C_m2.CC=CC_m1,0.00048072543104578,abstraction
954,CC=O_m1.O=[C]C=CC=O_m2>>C[C]=O_m2.O=CC=CC=O_m1,0.00047982952589593084,abstraction
955,C[C]=O_m2.[CH2]CCCOO_m2>>C=C=O_m1.CCCCOO_m1,0.00046517169890207424,abstraction
956,[CH]=C_m2.[CH2][C](O)C=O_m3>>C#C_m1.C=C(O)[CH]O_m2,0.0004581211790859139,abstraction
957,[CH2]C=C_m2.[CH2]C(=O)C=O_m2>>C=C=C_m1.C=C(O)C=O_m1,0.00045807704091006417,abstraction
958,[CH]1C=CCO1_m2.[OH]_m2>>C1C=COC=1_m1.O_m1,0.0004572649849058579,abstraction
959,[CH2]C=CC_m2.[C]#C_m2>>C=C=CC_m1.C#C_m1,0.0004565022280485991,abstraction
960,C[C]=O_m2.[O]_m3>>C=C=O_m1.[OH]_m2,0.0004555571305012788,abstraction
961,O=C[C](O)C=O_m2.[O]_m3>>O=CC(=O)C=O_m1.[OH]_m2,0.00045512946982459934,abstraction
962,C[CH2]_m2.C=[C]C_m2>>C=C_m1.C=CC_m1,0.0004488382504246729,abstraction
963,CC(=O)C(O)=C[O]_m2.O=[C]CC=O_m2>>CC(=O)C(=O)C=O_m1.O=CCC=O_m1,0.0004487531018625286,abstraction
964,CC=CC_m1.C=C[O]_m2>>[CH2]C=CC_m2.CC=O_m1,0.0004452371095765373,abstraction
965,C1=COCC1_m1.[CH2]O_m2>>[CH]1C=CCO1_m2.CO_m1,0.0004433221715820789,abstraction
966,[CH]1C=CCO1_m2.[CH]=C=C=C_m2>>C1C=COC=1_m1.C#CC=C_m1,0.0004417826874257002,abstraction
967,C=C[O]_m2.[CH2]CCC_m2>>C=C=O_m1.CCCC_m1,0.0004404312461343973,abstraction
968,C=[C]C_m2.[CH]=O_m2>>C=C=C_m1.C=O_m1,0.00043743747346422106,abstraction
969,C#CC_m1.[CH]=C=C=C_m2>>C#C[CH2]_m2.C=C=C=C_m1,0.00043330433939596855,abstraction
970,[O]CC=CC=O_m2.O=[C]C=CC=O_m2>>O=CC=CC=O_m1.O=CC=CC=O_m1,0.0004316145482850658,abstraction
971,[CH]_m2.C=C=O_m1>>[C-]#[O+]_m1.[CH]=C_m2,0.0004308814782262473,
972,[O]CCC=O_m2.CO[O]_m2>>O=CCC=O_m1.COO_m1,0.0004283786196938101,abstraction
973,CCCCOO_m1.C[O]_m2>>CCCCO[O]_m2.CO_m1,0.00042615041626194416,abstraction
974,[CH2]CO_m2.CCCCO[O]_m2>>C=CO_m1.CCCCOO_m1,0.00042238732518606897,abstraction
975,[CH2]_m1.[O]OC1=COOC1_m2>>CC1OOC=C1O[O]_m2,0.00042216920959398834,
976,C=[C]C_m2.[CH]=C=C=C_m2>>C#CC_m1.C#CC=C_m1,0.00041845854618653016,abstraction
977,[CH3]_m2.C=CC_m1>>C[CH]CC_m2,0.0004151525551608844,addition
978,[CH]_m2.[CH2]_m3>>[H]_m2.C#C_m1,0.00041483047556698313,
979,CC(=O)[C](C=O)OCC=O_m2>>CC([O])(CC=O)C(=O)C=O_m2,0.0004092719602420893,
980,[CH2]C=CC=O_m2.C=C[O]_m2>>C=CC=C=O_m1.CC=O_m1,0.0004067932648383786,abstraction
981,C#C_m1.[OH]_m2>>[C]#C_m2.O_m1,0.0004067650728630665,abstraction
982,[CH2]CCOO_m2.[CH2]_m3>>[CH2]CCCOO_m2,0.00040477284850661856,
983,C=C[O]_m2.CCCCO[O]_m2>>C=C=O_m1.CCCCOO_m1,0.0004012986749304038,abstraction
984,C=[C]C_m2.O=[C]CC=O_m2>>C#CC_m1.O=CCC=O_m1,0.0004010373279616311,abstraction
985,[CH2]C[CH2]_m3.[C]#C_m2>>[CH2]C=C_m2.C#C_m1,0.00039861436440198194,abstraction
986,[CH]1C=CCO1_m2.[H]_m2>>C1C=COC=1_m1.[H][H]_m1,0.0003953500610138479,abstraction
987,[H]_m2.[O][C](C=O)C=C=O_m3>>O=C=CC(=O)[CH]O_m2,0.0003900858513063687,addition
988,[CH2][C](O)C=O_m3>>OC1=COC1_m1,0.00038973118636810117,
989,C=C[O]_m2.C=C=O_m1>>C=[C]OCC=O_m2,0.0003869582630330791,addition
990,[H]_m2.C=CO_m1>>[CH2]CO_m2,0.00038138977016355667,addition
991,C=C1OOC([O])C1=O_m2.[O]C1C(=O)OOC=1O_m2>>C=C1OOC(=O)C1=O_m1.O=C1OOC(O)C1=O_m1,0.0003791967833846159,abstraction
992,[CH]=C[CH]C_m3.[OH]_m2>>C#C[CH]C_m2.O_m1,0.00037879548182779735,abstraction
993,[H]_m2.[CH2]C=C_m2>>[CH2]C[CH2]_m3,0.0003757182943916183,addition
994,[O]_m3.C=[C]C_m2>>C=C(C)[O]_m2,0.00037552969117489487,
995,C=C=CC_m1.[H]_m2>>[CH2]C#CC_m2.[H][H]_m1,0.00037054850336353705,abstraction
996,[CH2]CO_m2.[CH2]CCC_m2>>C=CO_m1.CCCC_m1,0.0003700848482079788,abstraction
997,[O][O]_m3.[CH]=C_m2>>[CH]=O_m2.C=O_m1,0.00036493243374188247,
998,O=C=CC(=O)[CH]O_m2.[O]C=O_m2>>O=C=CC(=O)C=O_m1.O=CO_m1,0.000364206290742044,abstraction
999,[CH]1CCOOC1_m2.O=[C]C=CC=O_m2>>C1=CCOOC1_m1.O=CC=CC=O_m1,0.0003617096209762727,abstraction
1000,C=C(O)C(O)=C[O]_m2.[O][O]_m3>>[O]OCC(O)=C(O)C=O_m2,0.000360801841108966,addition
1001,CC=CC_m1.[CH2]O[O]_m3>>[CH2]C=CC_m2.CO[O]_m2,0.0003594780582102093,abstraction
1002,C=C[O]_m2.[O]_m3>>[H]_m2.O=C=O_m1.[CH2]_m3,0.00035895264581167725,
1003,O=CC=CC=O_m1.[CH2]CC=C_m2>>O=[C]C=CC=O_m2.C=CCC_m1,0.00035882226201039283,abstraction
1004,[CH]=C_m2.O=[C]CC=O_m2>>C#C_m1.O=CCC=O_m1,0.00035805312095282945,abstraction
1005,CC=CC_m1.[CH2]C[CH2]_m3>>[CH2]C=CC_m2.[CH2]CC_m2,0.000356363093867178,abstraction
1006,CO_m1.[H]_m2>>[CH2]O_m2.[H][H]_m1,0.0003525424864092393,abstraction
1007,C[CH2]_m2.O=[C]CC=O_m2>>C=C_m1.O=CCC=O_m1,0.00035250395211875173,abstraction
1008,OO_m1.[O]C1C(=O)OOC=1O_m2>>[O]O_m2.O=C1OOC(O)C1=O_m1,0.00035211747709275364,abstraction
1009,C[CH]C_m2.[O][O]_m3>>C=CC_m1.[O]O_m2,0.00035208682093410036,abstraction
1010,[O]_m3.[O]C1=COOC1_m2>>[O]OC1=COOC1_m2,0.00035163165767305386,
1011,[CH]1CCOOC1_m2.[CH2]CC=C_m2>>C1=CCOOC1_m1.C=CCC_m1,0.0003494133580031128,abstraction
1012,[CH2]C#CC_m2.[CH]=CCC_m2>>C=C=C=C_m1.C=CCC_m1,0.000347097878137703,abstraction
1013,C[CH]CC_m2.[CH2]C=CC_m2>>CC=CC_m1.C=CCC_m1,0.00034396623106866574,abstraction
1014,O=C[C](O)C=O_m2.C=C[CH]CO[O]_m3>>O=C=C(O)C=O_m1.C=CCCO[O]_m2,0.0003425445313717121,abstraction
1015,[O]CC=CC[O]_m3.[CH]1C=CCO1_m2>>[O]CC=CC=O_m2.C1=COCC1_m1,0.00034246000969316933,abstraction
1016,[CH2]CO_m2.C#C[CH2]_m2>>C=CO_m1.C#CC_m1,0.0003400137981389904,abstraction
1017,C[O]_m2.C#C[O]_m2>>C=O_m1.C=C=O_m1,0.00033227507934522997,abstraction
1018,[O]O_m2.[CH3]_m2>>[OH]_m2.C[O]_m2,0.0003302405850291331,
1019,O=C[CH]C=CO_m2.C[C]=O_m2>>O=CC=CC=O_m1.CC=O_m1,0.00032961453511449687,abstraction
1020,[O]CC=CC=O_m2.C#C[CH]C_m2>>O=CC=CC=O_m1.C=C=CC_m1,0.00032816250192155315,abstraction
1021,[CH2]C=C_m2.[CH2]CCC_m2>>C=C=C_m1.CCCC_m1,0.00032590900262845755,abstraction
1022,C=CC_m1.[CH]=C_m2>>[CH2]C=C_m2.C=C_m1,0.00032515626506462585,abstraction
1023,[CH2]C=C_m2.C[O]_m2>>C=C=C_m1.CO_m1,0.00032413367026161416,abstraction
1024,C[CH]C_m2.[C]#C_m2>>C=CC_m1.C#C_m1,0.00032384258593174737,abstraction
1025,OO_m1.[CH2]C=C_m2>>[O]O_m2.C=CC_m1,0.0003221420790390408,abstraction
1026,[CH2]CO_m2.[OH]_m2>>C=CO_m1.O_m1,0.00032170133429870176,abstraction
1027,C_m1.[CH]1C=CCO1_m2>>[CH3]_m2.C1=COCC1_m1,0.00032163220908310296,abstraction
1028,[CH]=C_m2.[CH2]C=CC_m2>>C#C_m1.CC=CC_m1,0.0003197552673522835,abstraction
1029,[CH2]C=CC_m2.[OH]_m2>>C=C=CC_m1.O_m1,0.00031741526797599896,abstraction
1030,[CH]1C=CCO1_m2.[O][O]_m3>>[O]OC1C=CCO1_m2,0.00031604479390867483,addition
1031,CCCCOO_m1.C=C[O]_m2>>CCCCO[O]_m2.CC=O_m1,0.00031544452642431875,abstraction
1032,O=C=C[C](O)C=O_m2.[O]C=O_m2>>O=C=CC(O)=C=O_m1.O=CO_m1,0.00031537401932395253,abstraction
1033,C=C[O]_m2.[CH]=O_m2>>C=C=O_m1.C=O_m1,0.00030496760228938396,abstraction
1034,C=CC_m1.[CH]1C=CCO1_m2>>C=[C]C_m2.C1=COCC1_m1,0.00030250270300010194,abstraction
1035,[OH]_m2.C#C_m1>>[H]_m2.C=C=O_m1,0.00030154343109910643,
1036,[CH2]C=CC_m2.[CH]=C[CH]C_m3>>C=C=CC_m1.[CH2]C=CC_m2,0.0002978406004525033,abstraction
1037,C=[C]C_m2.C[O]_m2>>C=C=C_m1.CO_m1,0.00029703410470936656,abstraction
1038,C=CO_m1.O=[C]C=CC=O_m2>>C=C[O]_m2.O=CC=CC=O_m1,0.0002964190732404441,abstraction
1039,[CH2]C#CC_m2.C[CH]CC_m2>>C=C=C=C_m1.CCCC_m1,0.0002923692467306309,abstraction
1040,[O]C=O_m2.[O][C](C=O)C=C=O_m3>>O=C=O_m1.O=C=CC(=O)[CH]O_m2,0.0002913792491935957,abstraction
1041,C[CH2]_m2.[CH2]_m3>>C=C_m1.[CH3]_m2,0.0002904707155826653,abstraction
1042,[CH2]CO_m2.CO[O]_m2>>C=CO_m1.COO_m1,0.00028771076490196213,abstraction
1043,[O]O_m2.[CH2]C=CC_m2>>[O][O]_m3.CC=CC_m1,0.00028476928329589286,abstraction
1044,C[C]=O_m2.C=[C]C_m2>>C=C=O_m1.C=CC_m1,0.00028440760906348815,abstraction
1045,C[CH]CC_m2.C[CH]CC_m2>>C=CCC_m1.CCCC_m1,0.0002834000390535689,abstraction
1046,C=C=O_m1.[CH2]C=CC_m2>>C#C[O]_m2.CC=CC_m1,0.0002832669157747885,abstraction
1047,[CH2]C=CC_m2.[O][O]_m3>>C=CC=C_m1.[O]O_m2,0.0002819292201685397,abstraction
1048,[CH2][C](O)C=O_m3.[O][O]_m3>>[CH2]C(=O)C=O_m2.[O]O_m2,0.0002802283562000651,abstraction
1049,[CH2]C=CC=O_m2.[O][O]_m3>>C=CC(C=O)O[O]_m2,0.00027792403523025635,addition
1050,[O]C1OOC(=O)C=1O_m2.[C]#C_m2>>O=C1OOC(=O)C1=O_m1.C#C_m1,0.00027762880018157403,abstraction
1051,[CH]C=C_m3.C=C[O]_m2>>C#C[CH2]_m2.CC=O_m1,0.0002762246181494496,abstraction
1052,O=C=C(O)[CH]O_m2.CO[O]_m2>>O=C=C(O)C=O_m1.COO_m1,0.0002750624380014481,abstraction
1053,[O]_m3.C=C=O_m1>>[CH]=O_m2.[CH]=O_m2,0.0002739408839340044,
1054,CC(CCO[O])OO_m2>>C[C](CCOO)OO_m2,0.000272342003893169,migration
1055,[CH2]C(=C)O[O]_m3>>C=C=C_m1.O=O_m1,0.0002722757107530647,
1056,C=[C]C_m2.[CH2]CC=C_m2>>C#CC_m1.C=CCC_m1,0.000271312563060646,abstraction
1057,O=C[C](O)C=O_m2.[O][O]_m3>>O=C=C(O)C=O_m1.[O]O_m2,0.0002707039830074329,abstraction
1058,[O]O_m2.[CH2]C#CC_m2>>[O][O]_m3.C=C=CC_m1,0.0002705195332523854,abstraction
1059,[O]C=O_m2.C#C[CH]C_m2>>O=C=O_m1.C=C=CC_m1,0.00027041761533143745,abstraction
1060,[C-]#[O+]_m1.C=CCC[O]_m2>>[O]CCC=CC=O_m2,0.000270329749965127,
1061,CC(CCO[O])OO_m2>>CC(C[CH]OO)OO_m2,0.0002663358664241484,migration
1062,[CH2]O[O]_m3.[CH]=C_m2>>C=CCO[O]_m2,0.00026364014340286157,
1063,[CH]=O_m2.[OH]_m2>>[C-]#[O+]_m1.O_m1,0.00026008769303760424,abstraction
1064,C=C[O]_m2.[OH]_m2>>[CH]=O_m2.[CH2]O_m2,0.00025910046367131414,
1065,[CH2]C=C_m2.[C]#C_m2>>C=C=C_m1.C#C_m1,0.00025782743241950344,abstraction
1066,CCCCOO_m1.[OH]_m2>>[CH2]CCCOO_m2.O_m1,0.00025575669304782344,abstraction
1067,[H]_m2.[CH2]CC=C_m2>>C=CCC_m1,0.00025286276416325315,
1068,C[CH]CC_m2.C=C[CH]CO[O]_m3>>C=CCC_m1.C=CCCO[O]_m2,0.00025266643687230767,abstraction
1069,C=C(O)[CH]O_m2.C#C[CH2]_m2>>C=C(O)C=O_m1.C#CC_m1,0.00025087072015987524,abstraction
1070,C=C=C_m1.C[CH]CCOO_m2>>C#C[CH2]_m2.CCCCOO_m1,0.0002501745917142534,abstraction
1071,C1=COCC1_m1.[H]_m2>>[CH]1C=CCO1_m2.[H][H]_m1,0.00024855587439867745,abstraction
1072,O=C[C](O)C=O_m2.CO[O]_m2>>O=CC(=O)C=O_m1.COO_m1,0.0002472727863223291,abstraction
1073,[CH2]CO_m2.C[O]_m2>>C=CO_m1.CO_m1,0.00024518559542935944,abstraction
1074,C=[C]C_m2.[CH]=C(O)C=O_m2>>C#CC_m1.C=C(O)C=O_m1,0.0002446453321577428,abstraction
1075,[O]OC1C=COC1_m2>>[O]O_m2.C1C=COC=1_m1,0.000243447123106234,
1076,CCCO[O]_m2.[CH2]_m1>>CCC(C)O[O]_m2,0.00024238058259161085,
1077,C[CH]C_m2.[CH]=C[CH]C_m3>>C=CC_m1.[CH2]C=CC_m2,0.00024226323087684888,abstraction
1078,CCCCOO_m1.[CH]=O_m2>>CCCCO[O]_m2.C=O_m1,0.0002417080777181561,abstraction
1079,O=C1OOC(O)[C]1O_m2>>[O]C1OOC(O)C1=O_m2,0.00024166795083973696,migration
1080,[O]OCC=O_m2>>[O]O_m2.C=C=O_m1,0.0002378797818068218,
1081,[CH]=C[CH]C_m3.[CH2]C#CC_m2>>C#C[CH]C_m2.C=C=CC_m1,0.00023615036264298627,abstraction
1082,C[C]=O_m2.[O]OC(O)[C]=O_m3>>CC(=O)OOC(O)[C]=O_m2,0.0002348385050147285,
1083,[CH2]O_m2.O=[C]C=CC=O_m2>>C=O_m1.O=CC=CC=O_m1,0.00023311860320293046,abstraction
1084,[O]C1OOC(=O)C=1O_m2.[CH2]C#CC_m2>>O=C1OOC(=O)C1=O_m1.C=C=CC_m1,0.0002325125372688918,abstraction
1085,[H]_m2.[CH2]_m3>>[CH3]_m2,0.00023167580557887266,
1086,OO_m1.CCCCO[O]_m2>>[O]O_m2.CCCCOO_m1,0.00022982624410519047,abstraction
1087,C[CH2]_m2.[CH]=CCC_m2>>C=C_m1.C=CCC_m1,0.0002278626153591563,abstraction
1088,O=CC=CC=O_m1.[CH3]_m2>>O=[C]C=CC=O_m2.C_m1,0.00022767055750369408,abstraction
1089,CC=CC_m1.[O]_m3>>[CH2]C=CC_m2.[OH]_m2,0.00022628865573664413,abstraction
1090,C[CH]CC_m2.[CH2]C=C[CH2]_m3>>CC=CC_m1.[CH2]C=CC_m2,0.00022556002118342145,abstraction
1091,[CH]C=C_m3.C=[C]C_m2>>C#C[CH2]_m2.C=CC_m1,0.0002254723567112147,abstraction
1092,C[C]=O_m2.[CH]=C=C=C_m2>>C=C=O_m1.C=C=C=C_m1,0.00022451401705008705,abstraction
1093,C=CC_m1.C=[C]C_m2>>[CH2]C=C_m2.C=CC_m1,0.00022313945649459936,abstraction
1094,C#C[CH]C_m2.C[CH]CCOO_m2>>C#CC=C_m1.CCCCOO_m1,0.00022253606378064023,abstraction
1095,[CH2]_m3.[H]_m2>>[CH]_m2.[H][H]_m1,0.00022135641786440763,abstraction
1096,C[CH]CC_m2.[CH2]C=CC_m2>>CC=CC_m1.C=CCC_m1,0.0002210257081531601,abstraction
1097,C[CH2]_m2.C[O]_m2>>C=C_m1.CO_m1,0.0002206148251101689,abstraction
1098,[O]C=CC(C=O)O[O]_m3>>[O]O_m2.O=[C]C=CC=O_m2,0.000219408103796538,
1099,CC(=O)C(O)=C[O]_m2.[O]OC(O)([C]=O)C=O_m3>>CC(=O)C(=O)C=O_m1.[O]OC(O)(C=O)C=O_m2,0.0002178086668681435,abstraction
1100,[CH2]CO_m2.O=[C]C=CC=O_m2>>C=CO_m1.O=CC=CC=O_m1,0.00021766442197496564,abstraction
1101,[OH]_m2.[CH3]_m2>>[H][H]_m1.C=O_m1,0.00021665277446079642,
1102,[O]C1OOC(=O)C=1O_m2.[O]C1C(=O)OOC=1O_m2>>O=C1OOC(=O)C1=O_m1.O=C1OOC(O)C1=O_m1,0.0002137607686810522,abstraction
1103,[CH2]C=C_m2.[H]_m2>>C=C=C_m1.[H][H]_m1,0.00021199910081844348,abstraction
1104,CC=O_m1.[CH2]C=CC_m2>>C[C]=O_m2.CC=CC_m1,0.000208783974595112,abstraction
1105,C#CC(=C)[O]_m2>>C=C1[C]=CO1_m2,0.00020679552617579343,
1106,CC(=O)C(O)=C[O]_m2.[CH3]_m2>>CC(=O)C(=O)C=O_m1.C_m1,0.00020652530628126954,abstraction
1107,O=C=C[C](O)C=O_m2.[CH]=C=C=C_m2>>O=C=CC(=O)C=O_m1.C=C=C=C_m1,0.000206299886671871,abstraction
1108,C=C=C_m1.[O]C=O_m2>>C#C[CH2]_m2.O=CO_m1,0.00020593018870308,abstraction
1109,C=O_m1.O=[C]C=CC=O_m2>>[CH]=O_m2.O=CC=CC=O_m1,0.00020097074606781,abstraction
1110,[CH2]C=C_m2.[CH2]_m3>>[CH2]CC=C_m2,0.00020009755834220284,
1111,[O]_m3.[O]_m3>>[O][O]_m3,0.00019530405275189585,
1112,O=C[C](O)C=O_m2.[CH2]O_m2>>O=C=C(O)C=O_m1.CO_m1,0.00019506036533658333,abstraction
1113,[CH2]CC=C_m2.[CH]C=O_m3>>C=CC=C_m1.C=C[O]_m2,0.0001938272348582032,abstraction
1114,CC=CC_m1.[CH2]CCC_m2>>[CH2]C=CC_m2.CCCC_m1,0.00019190074261148798,abstraction
1115,[CH2]C=C_m2.[O]_m3>>C=C=C_m1.[OH]_m2,0.0001908993311534387,abstraction
1116,[CH]1C=CCO1_m2.[CH2]C#CC_m2>>C1C=COC=1_m1.C=C=CC_m1,0.0001907307335229271,abstraction
1117,[CH]=C_m2.O=[C]O_m2>>C#C_m1.O=CO_m1,0.00018998002890970703,abstraction
