species_id,path
[O]C1OOC(=O)C=1O_m2,geoms/_b_O_d_C1OOC_p_=O_q_C=1O_m2.xyz
[O]C=C(C=O)OCC=O_m2,geoms/_b_O_d_C=C_p_C=O_q_OCC=O_m2.xyz
[O]C=C1CC(=O)OO1_m2,geoms/_b_O_d_C=C1CC_p_=O_q_OO1_m2.xyz
[O]C=CC(C=O)O[O]_m3,geoms/_b_O_d_C=CC_p_C=O_q_O_b_O_d__m3.xyz
[O]OC(=O)C(O)=CO_m2,geoms/_b_O_d_OC_p_=O_q_C_p_O_q_=CO_m2.xyz
[O]OC(O)(C=O)C=O_m2,geoms/_b_O_d_OC_p_O_q__p_C=O_q_C=O_m2.xyz
[O]OC(O)C(=O)C=O_m2,geoms/_b_O_d_OC_p_O_q_C_p_=O_q_C=O_m2.xyz
[O]OC(O)C(O)=C=O_m2,geoms/_b_O_d_OC_p_O_q_C_p_O_q_=C=O_m2.xyz
[O]OC1C=CC(=O)O1_m2,geoms/_b_O_d_OC1C=CC_p_=O_q_O1_m2.xyz
[O][C](C=O)C=C=O_m3,geoms/_b_O_d__b_C_d__p_C=O_q_C=C=O_m3.xyz
C#CC(=O)CC(=C)[O]_m2,geoms/C_t_CC_p_=O_q_CC_p_=C_q__b_O_d__m2.xyz
C=C(O[O])C(=O)C=O_m2,geoms/C=C_p_O_b_O_d__q_C_p_=O_q_C=O_m2.xyz
CC(=O)OOC(O)[C]=O_m2,geoms/CC_p_=O_q_OOC_p_O_q__b_C_d_=O_m2.xyz
O=C([CH]O)C(=O)OO_m2,geoms/O=C_p__b_CH_d_O_q_C_p_=O_q_OO_m2.xyz
O=C1C=C([CH]O)OO1_m2,geoms/O=C1C=C_p__b_CH_d_O_q_OO1_m2.xyz
O=CC1[CH]C(=O)OO1_m2,geoms/O=CC1_b_CH_d_C_p_=O_q_OO1_m2.xyz
O=CCO[CH]C(=O)C=O_m2,geoms/O=CCO_b_CH_d_C_p_=O_q_C=O_m2.xyz
[CH2]C(=O)C(O)=CO_m2,geoms/_b_CH2_d_C_p_=O_q_C_p_O_q_=CO_m2.xyz
[CH2]C(=O)CC(C)=O_m2,geoms/_b_CH2_d_C_p_=O_q_CC_p_C_q_=O_m2.xyz
[O]C(=O)CC(=O)C=O_m2,geoms/_b_O_d_C_p_=O_q_CC_p_=O_q_C=O_m2.xyz
[O]C1C2OOC(=O)C12_m2,geoms/_b_O_d_C1C2OOC_p_=O_q_C12_m2.xyz
[O]CCC(=O)C(O)=CO_m2,geoms/_b_O_d_CCC_p_=O_q_C_p_O_q_=CO_m2.xyz
[O]CCC(O)=C(O)C=O_m2,geoms/_b_O_d_CCC_p_O_q_=C_p_O_q_C=O_m2.xyz
[O]OCC(=O)C(O)=CO_m2,geoms/_b_O_d_OCC_p_=O_q_C_p_O_q_=CO_m2.xyz
[O]OCC(O)=C(O)C=O_m2,geoms/_b_O_d_OCC_p_O_q_=C_p_O_q_C=O_m2.xyz
C=CCC([O])(C=O)C=O_m2,geoms/C=CCC_p__b_O_d__q__p_C=O_q_C=O_m2.xyz
C=CCC([O])C(=O)C=O_m2,geoms/C=CCC_p__b_O_d__q_C_p_=O_q_C=O_m2.xyz
C=CCC([O])C(O)=C=O_m2,geoms/C=CCC_p__b_O_d__q_C_p_O_q_=C=O_m2.xyz
CC1([O])OOC(O)C1=O_m2,geoms/CC1_p__b_O_d__q_OOC_p_O_q_C1=O_m2.xyz
O=CC1(O)O[CH]CC1=O_m2,geoms/O=CC1_p_O_q_O_b_CH_d_CC1=O_m2.xyz
O=CCO[C]1C(=O)OC1O_m2,geoms/O=CCO_b_C_d_1C_p_=O_q_OC1O_m2.xyz
O=CCO[C]=CC(=O)C=O_m2,geoms/O=CCO_b_C_d_=CC_p_=O_q_C=O_m2.xyz
[CH2]C#CC([O])CC=O_m3,geoms/_b_CH2_d_C_t_CC_p__b_O_d__q_CC=O_m3.xyz
[O]C(C=C=O)=COCC=O_m2,geoms/_b_O_d_C_p_C=C=O_q_=COCC=O_m2.xyz
[O]C(C=O)(C=O)CC=O_m2,geoms/_b_O_d_C_p_C=O_q__p_C=O_q_CC=O_m2.xyz
[O]C(CC=O)=C(O)C=O_m2,geoms/_b_O_d_C_p_CC=O_q_=C_p_O_q_C=O_m2.xyz
[O]C(CC=O)C(=O)C=O_m2,geoms/_b_O_d_C_p_CC=O_q_C_p_=O_q_C=O_m2.xyz
[O]C(CC=O)C(O)=C=O_m2,geoms/_b_O_d_C_p_CC=O_q_C_p_O_q_=C=O_m2.xyz
[O]C1=C(OCC=O)OC1O_m2,geoms/_b_O_d_C1=C_p_OCC=O_q_OC1O_m2.xyz
[O]C=C(C=C=O)OCC=O_m2,geoms/_b_O_d_C=C_p_C=C=O_q_OCC=O_m2.xyz
[O]CC1C(=O)OOC1C=O_m2,geoms/_b_O_d_CC1C_p_=O_q_OOC1C=O_m2.xyz
[O]OC(O)(C=O)C=C=O_m2,geoms/_b_O_d_OC_p_O_q__p_C=O_q_C=C=O_m2.xyz
[O]OC(O)([C]=O)C=O_m3,geoms/_b_O_d_OC_p_O_q__p__b_C_d_=O_q_C=O_m3.xyz
[O]OC(O)C(=O)C=C=O_m2,geoms/_b_O_d_OC_p_O_q_C_p_=O_q_C=C=O_m2.xyz
C=C(O)C(O)(C=O)O[O]_m2,geoms/C=C_p_O_q_C_p_O_q__p_C=O_q_O_b_O_d__m2.xyz
C=C([O])C(O)(C=O)OO_m2,geoms/C=C_p__b_O_d__q_C_p_O_q__p_C=O_q_OO_m2.xyz
CC(=O)C(=O)C(O)C[O]_m2,geoms/CC_p_=O_q_C_p_=O_q_C_p_O_q_C_b_O_d__m2.xyz
CC(=O)C(=O)C(O)O[O]_m2,geoms/CC_p_=O_q_C_p_=O_q_C_p_O_q_O_b_O_d__m2.xyz
CC(=O)C(O)(C=O)O[O]_m2,geoms/CC_p_=O_q_C_p_O_q__p_C=O_q_O_b_O_d__m2.xyz
CC(=O)[C](C=O)OCC=O_m2,geoms/CC_p_=O_q__b_C_d__p_C=O_q_OCC=O_m2.xyz
C[C](OCC=O)C(=O)C=O_m2,geoms/C_b_C_d__p_OCC=O_q_C_p_=O_q_C=O_m2.xyz
[CH2]OCC(=O)C(O)=CO_m2,geoms/_b_CH2_d_OCC_p_=O_q_C_p_O_q_=CO_m2.xyz
[O]C(=O)C(=O)C(=O)O_m2,geoms/_b_O_d_C_p_=O_q_C_p_=O_q_C_p_=O_q_O_m2.xyz
C#CCC1([O])C(=O)OC1O_m2,geoms/C_t_CCC1_p__b_O_d__q_C_p_=O_q_OC1O_m2.xyz
C=CCC1([O])C(=O)OC1O_m2,geoms/C=CCC1_p__b_O_d__q_C_p_=O_q_OC1O_m2.xyz
CC(=O)C(=O)[CH]OCC=O_m2,geoms/CC_p_=O_q_C_p_=O_q__b_CH_d_OCC=O_m2.xyz
[CH2]C1(OO1)C(=O)C=O_m2,geoms/_b_CH2_d_C1_p_OO1_q_C_p_=O_q_C=O_m2.xyz
[O]C(C=O)(C=C=O)CC=O_m2,geoms/_b_O_d_C_p_C=O_q__p_C=C=O_q_CC=O_m2.xyz
[O]C(C=O)=CC(=O)CC=O_m2,geoms/_b_O_d_C_p_C=O_q_=CC_p_=O_q_CC=O_m2.xyz
[O]C(CC=O)C(=O)C=C=O_m2,geoms/_b_O_d_C_p_CC=O_q_C_p_=O_q_C=C=O_m2.xyz
[O]C1(CC=O)C(=O)OC1O_m2,geoms/_b_O_d_C1_p_CC=O_q_C_p_=O_q_OC1O_m2.xyz
[O]C1(CC=O)OC(O)C1=O_m2,geoms/_b_O_d_C1_p_CC=O_q_OC_p_O_q_C1=O_m2.xyz
[O]OC(=O)C=C([O])C=O_m3,geoms/_b_O_d_OC_p_=O_q_C=C_p__b_O_d__q_C=O_m3.xyz
C#CCC1([O])C(=O)OOC1O_m2,geoms/C_t_CCC1_p__b_O_d__q_C_p_=O_q_OOC1O_m2.xyz
C=C([O])C(=O)C([O])=O_m3,geoms/C=C_p__b_O_d__q_C_p_=O_q_C_p__b_O_d__q_=O_m3.xyz
C=CCC1([O])C(=O)OOC1O_m2,geoms/C=CCC1_p__b_O_d__q_C_p_=O_q_OOC1O_m2.xyz
CC(=O)C(=O)C([O])CC=O_m2,geoms/CC_p_=O_q_C_p_=O_q_C_p__b_O_d__q_CC=O_m2.xyz
CC(=O)C([O])(C=O)CC=O_m2,geoms/CC_p_=O_q_C_p__b_O_d__q__p_C=O_q_CC=O_m2.xyz
CC([O])(CC=O)C(=O)C=O_m2,geoms/CC_p__b_O_d__q__p_CC=O_q_C_p_=O_q_C=O_m2.xyz
CC([O])C1C(=O)OOC1C=O_m2,geoms/CC_p__b_O_d__q_C1C_p_=O_q_OOC1C=O_m2.xyz
C=CCC1([O])C(=O)OOC1=O_m2,geoms/C=CCC1_p__b_O_d__q_C_p_=O_q_OOC1=O_m2.xyz
[O]C(=O)C([O])C(=O)C=O_m3,geoms/_b_O_d_C_p_=O_q_C_p__b_O_d__q_C_p_=O_q_C=O_m3.xyz
[CH2]C(=O)CC(=O)C(O)=CO_m2,geoms/_b_CH2_d_C_p_=O_q_CC_p_=O_q_C_p_O_q_=CO_m2.xyz
