Unnamed: 0,species,species_id,path
107,C3H6O1-2,CC1CO1_m1,geoms/CC1CO1_m1.xyz
108,C3H6O1-3,C1CCO1_m1,geoms/C1CCO1_m1.xyz
109,C3H6,CC=C_m1,geoms/CC=C_m1.xyz
110,C3H5-A,[CH2]C=C_m2,geoms/_b_CH2_d_C=C_m2.xyz
111,C3H5-S,CC=[CH]_m2,geoms/CC=_b_CH_d__m2.xyz
112,C3H5-T,C[C]=C_m2,geoms/C_b_C_d_=C_m2.xyz
113,CC3H6,C1CC1_m1,geoms/C1CC1_m1.xyz
114,C3H5O,[O]CC=C_m2,geoms/_b_O_d_CC=C_m2.xyz
115,CH2CHOCH2,[CH2]OC=C_m2,geoms/_b_CH2_d_OC=C_m2.xyz
116,CH3CHCHO,C[CH]C=O_m2,geoms/C_b_CH_d_C=O_m2.xyz
117,AC4H7OOH,COOCC=C_m1,geoms/COOCC=C_m1.xyz
118,C3H6OH1-2,C[CH]CO_m2,geoms/C_b_CH_d_CO_m2.xyz
119,CH3CHCO,CC=C=O_m1,geoms/CC=C=O_m1.xyz
120,AC3H5OOH,OOCC=C_m1,geoms/OOCC=C_m1.xyz
121,C3H6OH2-1,CC(O)[CH2]_m2,geoms/CC_p_O_q__b_CH2_d__m2.xyz
122,HOC3H6O2,OCC(O[O])C_m2,geoms/OCC_p_O_b_O_d__q_C_m2.xyz
123,SC3H5OH,CC=CO_m1,geoms/CC=CO_m1.xyz
124,IC3H5OH,CC(=C)O_m1,geoms/CC_p_=C_q_O_m1.xyz
125,C3H5OH,OCC=C_m1,geoms/OCC=C_m1.xyz
126,CH2CCH2OH,OC[C]=C_m2,geoms/OC_b_C_d_=C_m2.xyz
127,C3H4-P,CC#C_m1,geoms/CC_t_C_m1.xyz
128,C3H4-A,C=C=C_m1,geoms/C=C=C_m1.xyz
129,C3H3,[CH2]C#C_m2,geoms/_b_CH2_d_C_t_C_m2.xyz
130,CC3H4,C1=CC1_m1,geoms/C1=CC1_m1.xyz
131,C3H2,C=C=[C]_m3,geoms/C=C=_b_C_d__m3.xyz
132,C3H2,C=C=[C]_m3,geoms/C=C=_b_C_d__m3.xyz
133,C3H2,C=C=[C]_m3,geoms/C=C=_b_C_d__m3.xyz
134,C3H2C,C1=C[C]1_m3,geoms/C1=C_b_C_d_1_m3.xyz
135,PC3H4OH-2,C[C]=CO_m2,geoms/C_b_C_d_=CO_m2.xyz
136,SC3H4OH,[CH2]C(=C)O_m2,geoms/_b_CH2_d_C_p_=C_q_O_m2.xyz
137,C3H3O,[O]C=C=C_m2,geoms/_b_O_d_C=C=C_m2.xyz
138,C3H3O2H,OOC=C=C_m1,geoms/OOC=C=C_m1.xyz
139,C2HCHO,O=CC#C_m1,geoms/O=CC_t_C_m1.xyz
140,C2H5CHO,CCC=O_m1,geoms/CCC=O_m1.xyz
141,C2H5CO,CC[C]=O_m2,geoms/CC_b_C_d_=O_m2.xyz
142,CH2CH2CHO,[CH2]CC=O_m2,geoms/_b_CH2_d_CC=O_m2.xyz
143,C2H3CHO,C=CC=O_m1,geoms/C=CC=O_m1.xyz
144,C2H3CO,C=C[C]=O_m2,geoms/C=C_b_C_d_=O_m2.xyz
145,CH3COCH3,CC(=O)C_m1,geoms/CC_p_=O_q_C_m1.xyz
146,CH3COCH2,CC(=O)[CH2]_m2,geoms/CC_p_=O_q__b_CH2_d__m2.xyz
147,CH3COCH2O2,CC(=O)CO[O]_m2,geoms/CC_p_=O_q_CO_b_O_d__m2.xyz
148,CH3COCH2O,CC(=O)C[O]_m2,geoms/CC_p_=O_q_C_b_O_d__m2.xyz
149,C3KET21,CC(=O)COO_m1,geoms/CC_p_=O_q_COO_m1.xyz
150,C4H10,CCCC_m1,geoms/CCCC_m1.xyz
151,PC4H9,CCC[CH2]_m2,geoms/CCC_b_CH2_d__m2.xyz
152,SC4H9,C[CH]CC_m2,geoms/C_b_CH_d_CC_m2.xyz
153,PC4H9O,CCCC[O]_m2,geoms/CCCC_b_O_d__m2.xyz
154,SC4H9O,CCC([O])C_m2,geoms/CCC_p__b_O_d__q_C_m2.xyz
155,PC4H9O2,CCCCO[O]_m2,geoms/CCCCO_b_O_d__m2.xyz
156,SC4H9O2,CC(O[O])CC_m2,geoms/CC_p_O_b_O_d__q_CC_m2.xyz
157,PC4H9O2H,CCCCOO_m1,geoms/CCCCOO_m1.xyz
158,SC4H9O2H,CC(OO)CC_m1,geoms/CC_p_OO_q_CC_m1.xyz
159,C4H8OOH1-2,CC[CH]COO_m2,geoms/CC_b_CH_d_COO_m2.xyz
160,C4H8OOH1-3,C[CH]CCOO_m2,geoms/C_b_CH_d_CCOO_m2.xyz
161,C4H8OOH1-4,[CH2]CCCOO_m2,geoms/_b_CH2_d_CCCOO_m2.xyz
162,C4H8OOH2-1,[CH2]C(OO)CC_m2,geoms/_b_CH2_d_C_p_OO_q_CC_m2.xyz
163,C4H8OOH2-3,CC(OO)[CH]C_m2,geoms/CC_p_OO_q__b_CH_d_C_m2.xyz
164,C4H8OOH2-4,CC(OO)C[CH2]_m2,geoms/CC_p_OO_q_C_b_CH2_d__m2.xyz
165,C4H8O1-2,CCC1CO1_m1,geoms/CCC1CO1_m1.xyz
166,C4H8O1-3,CC1CCO1_m1,geoms/CC1CCO1_m1.xyz
167,C4H8O1-4,C1CCCO1_m1,geoms/C1CCCO1_m1.xyz
168,C4H8O2-3,CC1OC1C_m1,geoms/CC1OC1C_m1.xyz
169,C4H8OOH1-2O2,OOCC(O[O])CC_m2,geoms/OOCC_p_O_b_O_d__q_CC_m2.xyz
170,C4H8OOH1-3O2,OOCCC(O[O])C_m2,geoms/OOCCC_p_O_b_O_d__q_C_m2.xyz
171,C4H8OOH1-4O2,OOCCCCO[O]_m2,geoms/OOCCCCO_b_O_d__m2.xyz
172,C4H8OOH2-1O2,[O]OCC(OO)CC_m2,geoms/_b_O_d_OCC_p_OO_q_CC_m2.xyz
173,C4H8OOH2-3O2,OOC(C(O[O])C)C_m2,geoms/OOC_p_C_p_O_b_O_d__q_C_q_C_m2.xyz
174,C4H8OOH2-4O2,[O]OCCC(OO)C_m2,geoms/_b_O_d_OCCC_p_OO_q_C_m2.xyz
175,"C4H71-2,4OOH",OOCCC(OO)[CH2]_m2,geoms/OOCCC_p_OO_q__b_CH2_d__m2.xyz
176,"C4H72-1,3OOH",OOC[CH]C(OO)C_m2,geoms/OOC_b_CH_d_C_p_OO_q_C_m2.xyz
177,"C4H72-1,4OOH",OOC[CH]CCOO_m2,geoms/OOC_b_CH_d_CCOO_m2.xyz
178,"C4H71-2,3OOH",OOC(C(OO)C)[CH2]_m2,geoms/OOC_p_C_p_OO_q_C_q__b_CH2_d__m2.xyz
179,C4H7O1-3OOH-4,OOCC1CCO1_m1,geoms/OOCC1CCO1_m1.xyz
180,C4H7O1-3OOH-2,CC1OCC1OO_m1,geoms/CC1OCC1OO_m1.xyz
181,C4H7O1-2OOH-4,OOCCC1CO1_m1,geoms/OOCCC1CO1_m1.xyz
182,C4H7O1-4OOH-2,OOC1COCC1_m1,geoms/OOC1COCC1_m1.xyz
183,C4H7O1-2OOH-3,CC(C1CO1)OO_m1,geoms/CC_p_C1CO1_q_OO_m1.xyz
184,C4H7O2-3OOH-1,CC1OC1COO_m1,geoms/CC1OC1COO_m1.xyz
185,C4H72-1OOH,CC=CCOO_m1,geoms/CC=CCOO_m1.xyz
186,NC4KET12,CCC(C=O)OO_m1,geoms/CCC_p_C=O_q_OO_m1.xyz
187,NC4KET13,CC(OO)CC=O_m1,geoms/CC_p_OO_q_CC=O_m1.xyz
188,NC4KET14,OOCCCC=O_m1,geoms/OOCCCC=O_m1.xyz
189,NC4KET21,CCC(=O)COO_m1,geoms/CCC_p_=O_q_COO_m1.xyz
190,NC4KET23,CC(C(=O)C)OO_m1,geoms/CC_p_C_p_=O_q_C_q_OO_m1.xyz
191,NC4KET24,OOCCC(=O)C_m1,geoms/OOCCC_p_=O_q_C_m1.xyz
192,C4H71-3OOH,CC(C=C)OO_m1,geoms/CC_p_C=C_q_OO_m1.xyz
193,"C4H71-3,4OOH",OOCC(OO)C[CH2]_m2,geoms/OOCC_p_OO_q_C_b_CH2_d__m2.xyz
194,"C4H72-3,4OOH",OOCC(OO)[CH]C_m2,geoms/OOCC_p_OO_q__b_CH_d_C_m2.xyz
195,HO2CH2CHO,OOCC=O_m1,geoms/OOCC=O_m1.xyz
196,IC4H10,CC(C)C_m1,geoms/CC_p_C_q_C_m1.xyz
197,IC4H9,CC([CH2])C_m2,geoms/CC_p__b_CH2_d__q_C_m2.xyz
198,TC4H9,C[C](C)C_m2,geoms/C_b_C_d__p_C_q_C_m2.xyz
199,TC4H9O,CC([O])(C)C_m2,geoms/CC_p__b_O_d__q__p_C_q_C_m2.xyz
200,IC4H9O,[O]CC(C)C_m2,geoms/_b_O_d_CC_p_C_q_C_m2.xyz
201,IC4H8O,CC1(C)OC1_m1,geoms/CC1_p_C_q_OC1_m1.xyz
202,IC3H7CHO,O=CC(C)C_m1,geoms/O=CC_p_C_q_C_m1.xyz
203,IC3H7CO,O=[C]C(C)C_m2,geoms/O=_b_C_d_C_p_C_q_C_m2.xyz
204,IC3H6CHO,O=CC([CH2])C_m2,geoms/O=CC_p__b_CH2_d__q_C_m2.xyz
205,TC3H6CHO,O=C[C](C)C_m2,geoms/O=C_b_C_d__p_C_q_C_m2.xyz
206,IC3H5CHO,CC(=C)C=O_m1,geoms/CC_p_=C_q_C=O_m1.xyz
207,TC3H6O2CHO,[O]OC(C=O)(C)C_m2,geoms/_b_O_d_OC_p_C=O_q__p_C_q_C_m2.xyz
208,IC3H5O2HCHO,OOC(C=O)([CH2])C_m2,geoms/OOC_p_C=O_q__p__b_CH2_d__q_C_m2.xyz
209,TC3H6O2HCO,OOC([C]=O)(C)C_m2,geoms/OOC_p__b_C_d_=O_q__p_C_q_C_m2.xyz
210,TC3H6OCHO,O=CC([O])(C)C_m2,geoms/O=CC_p__b_O_d__q__p_C_q_C_m2.xyz
211,IC3H6CO,O=C=C(C)C_m1,geoms/O=C=C_p_C_q_C_m1.xyz
212,IC3H5CO,CC(=C)[C]=O_m2,geoms/CC_p_=C_q__b_C_d_=O_m2.xyz
213,IC3H4CHO-A,[CH2]C(=C)C=O_m2,geoms/_b_CH2_d_C_p_=C_q_C=O_m2.xyz
214,SC4H7OH-I,OC=C(C)C_m1,geoms/OC=C_p_C_q_C_m1.xyz
215,IC4H9O2,[O]OCC(C)C_m2,geoms/_b_O_d_OCC_p_C_q_C_m2.xyz
216,TC4H9O2,[O]OC(C)(C)C_m2,geoms/_b_O_d_OC_p_C_q__p_C_q_C_m2.xyz
217,IC4H8O2H-I,OOCC([CH2])C_m2,geoms/OOCC_p__b_CH2_d__q_C_m2.xyz
218,IC4H8O2H-T,OOC[C](C)C_m2,geoms/OOC_b_C_d__p_C_q_C_m2.xyz
219,TC4H8O2H-I,OOC([CH2])(C)C_m2,geoms/OOC_p__b_CH2_d__q__p_C_q_C_m2.xyz
220,CC4H8O,CC1COC1_m1,geoms/CC1COC1_m1.xyz
221,IC4H8OOH-IO2,OOCC(CO[O])C_m2,geoms/OOCC_p_CO_b_O_d__q_C_m2.xyz
222,IC4H8OOH-TO2,OOCC(O[O])(C)C_m2,geoms/OOCC_p_O_b_O_d__q__p_C_q_C_m2.xyz
223,TC4H8OOH-IO2,[O]OCC(OO)(C)C_m2,geoms/_b_O_d_OCC_p_OO_q__p_C_q_C_m2.xyz
224,IC4KETII,CC(C=O)COO_m1,geoms/CC_p_C=O_q_COO_m1.xyz
225,IC4KETIT,OOC(C=O)(C)C_m1,geoms/OOC_p_C=O_q__p_C_q_C_m1.xyz
226,TIC4H7Q2-I,OOCC(OO)([CH2])C_m2,geoms/OOCC_p_OO_q__p__b_CH2_d__q_C_m2.xyz
227,IIC4H7Q2-I,OOCC(COO)[CH2]_m2,geoms/OOCC_p_COO_q__b_CH2_d__m2.xyz
228,IIC4H7Q2-T,OOC[C](COO)C_m2,geoms/OOC_b_C_d__p_COO_q_C_m2.xyz
229,IC4H7OOH,CC(=C)COO_m1,geoms/CC_p_=C_q_COO_m1.xyz
230,IC4H9O2H,OOCC(C)C_m1,geoms/OOCC_p_C_q_C_m1.xyz
231,TC4H9O2H,OOC(C)(C)C_m1,geoms/OOC_p_C_q__p_C_q_C_m1.xyz
232,IC4H8,CC(=C)C_m1,geoms/CC_p_=C_q_C_m1.xyz
233,IC4H7,CC(=C)[CH2]_m2,geoms/CC_p_=C_q__b_CH2_d__m2.xyz
234,IC4H7-I1,CC(=[CH])C_m2,geoms/CC_p_=_b_CH_d__q_C_m2.xyz
235,IC4H7O2,CC(=C)CO[O]_m2,geoms/CC_p_=C_q_CO_b_O_d__m2.xyz
236,IC4H6OOH-I,[CH2]C(=C)COO_m2,geoms/_b_CH2_d_C_p_=C_q_COO_m2.xyz
237,CCYCCOOC-T1,C[C]1COOC1_m2,geoms/C_b_C_d_1COOC1_m2.xyz
238,C2CYCOOC-I1,CC1([CH2])COO1_m2,geoms/CC1_p__b_CH2_d__q_COO1_m2.xyz
239,IC4H7O,CC(=C)C[O]_m2,geoms/CC_p_=C_q_C_b_O_d__m2.xyz
240,CVCYCCOC,C=C1COC1_m1,geoms/C=C1COC1_m1.xyz
241,CCYC2OCO,CC1(C[O])CO1_m2,geoms/CC1_p_C_b_O_d__q_CO1_m2.xyz
242,CCYCCOOC-I2,CC1[CH]OOC1_m2,geoms/CC1_b_CH_d_OOC1_m2.xyz
243,CHOIC3H6O,CC(C=O)C[O]_m2,geoms/CC_p_C=O_q_C_b_O_d__m2.xyz
244,IC3H5OOCH2,[CH2]OOC(=C)C_m2,geoms/_b_CH2_d_OOC_p_=C_q_C_m2.xyz
245,CCYCCO-T1,C[C]1CO1_m2,geoms/C_b_C_d_1CO1_m2.xyz
246,IC4H8OH-IT,OC[C](C)C_m2,geoms/OC_b_C_d__p_C_q_C_m2.xyz
247,IC4H8OH-TI,CC(O)([CH2])C_m2,geoms/CC_p_O_q__p__b_CH2_d__q_C_m2.xyz
248,IC4H7OH,CC(=C)CO_m1,geoms/CC_p_=C_q_CO_m1.xyz
249,IC4H8OH,OCC([CH2])C_m2,geoms/OCC_p__b_CH2_d__q_C_m2.xyz
250,IC4H6OH,CC(=C)[CH]O_m2,geoms/CC_p_=C_q__b_CH_d_O_m2.xyz
251,TQJC4H8OH,OCC(O[O])(C)C_m2,geoms/OCC_p_O_b_O_d__q__p_C_q_C_m2.xyz
252,TQC4H8OI,[O]CC(OO)(C)C_m2,geoms/_b_O_d_CC_p_OO_q__p_C_q_C_m2.xyz
253,QC4H7OHP,OCC(OO)([CH2])C_m2,geoms/OCC_p_OO_q__p__b_CH2_d__q_C_m2.xyz
254,TQC4H7OHI,O[CH]C(OO)(C)C_m2,geoms/O_b_CH_d_C_p_OO_q__p_C_q_C_m2.xyz
255,CCY(CCO)COH,CC1(CO)CO1_m1,geoms/CC1_p_CO_q_CO1_m1.xyz
256,C2CY(COC)OH,OC1OC1(C)C_m1,geoms/OC1OC1_p_C_q_C_m1.xyz
257,IQJC4H8OH,[O]OCC(O)(C)C_m2,geoms/_b_O_d_OCC_p_O_q__p_C_q_C_m2.xyz
258,IC3H6OHCHO,O=CC(O)(C)C_m1,geoms/O=CC_p_O_q__p_C_q_C_m1.xyz
259,IQC4H8OT,OOCC([O])(C)C_m2,geoms/OOCC_p__b_O_d__q__p_C_q_C_m2.xyz
260,IQC4H7OHT,OOCC(O)([CH2])C_m2,geoms/OOCC_p_O_q__p__b_CH2_d__q_C_m2.xyz
261,CCY(CCOC)OH,CC1(O)COC1_m1,geoms/CC1_p_O_q_COC1_m1.xyz
262,CH2COHCH2OOH,OOCC(=C)O_m1,geoms/OOCC_p_=C_q_O_m1.xyz
263,TC3H6OH,C[C](O)C_m2,geoms/C_b_C_d__p_O_q_C_m2.xyz
