reaction_id,x_idx,y_idx,xy_idx_x,xy_idx_y
C[C]=C_m2.C=C_m1>>[CH2]CC(=C)C_m2,1,1,4,3
[OH]_m2.CCC(=C)C_m1>>CC[C](CO)C_m2,0,3,4,3
CC[C](CO)C_m2.[O][O]_m3>>CCC(O[O])(CO)C_m2,2,1,2,3
C[C]=C_m2.CC=O_m1>>CC(=C)C([O])C_m2,1,1,1,3
C[C]=CC_m2.C=O_m1>>CC(=CC)C[O]_m2,1,0,1,4
C=[CH]_m2.C=C=C_m1>>C=CC(=C)[CH2]_m2,1,1,1,2
[H]_m2.C=CC(=C)C_m1>>C=C[C](C)C_m2,0,3,8,3
[H]_m2.C=CC(=C)C_m1>>C=CC([CH2])C_m2,0,2,10,2
[H]_m2.C=C=C(C)C_m1>>C=C[C](C)C_m2,0,1,7,1
C=[CH]_m2.CC=C_m1>>C=CC([CH2])C_m2,1,1,1,2
C=[CH]_m2.CC(=O)C_m1>>C=CC([O])(C)C_m2,1,1,1,2
CC(=[CH])C_m2.C=O_m1>>[O]CC=C(C)C_m2,2,0,2,1
[CH3]_m2.CC(=C)C=O_m1>>O=CC([CH2])(C)C_m2,0,1,6,2
[CH]=O_m2.CC(=C)C_m1>>O=CC([CH2])(C)C_m2,0,1,1,2
O=CC([CH2])(C)C_m2.[O][O]_m3>>[O]OCC(C=O)(C)C_m2,3,1,2,1
C[CH2]_m2.C=CC=O_m1>>CCC[CH]C=O_m2,1,0,1,2
[CH3]_m2.C=CCC=O_m1>>CC[CH]CC=O_m2,0,0,0,1
[CH]=O_m2.CCC=C_m1>>CC[CH]CC=O_m2,0,3,5,4
[CH2]C=O_m2.CC=C_m1>>C[CH]CCC=O_m2,0,2,4,3
[CH2]CC=O_m2.C=C_m1>>[CH2]CCCC=O_m2,0,1,4,3
CC[CH2]_m2.C=C=O_m1>>CCCC[C]=O_m2,2,0,2,3
CCC[CH]C=O_m2.[O][O]_m3>>CCCC(C=O)O[O]_m2,3,1,3,6
CC[CH]CC=O_m2.[O][O]_m3>>CCC(O[O])CC=O_m2,2,1,2,3
C[CH]CCC=O_m2.[O][O]_m3>>CC(O[O])CCC=O_m2,1,1,1,2
[CH2]CCCC=O_m2.[O][O]_m3>>[O]OCCCCC=O_m2,0,1,2,1
CC[CH2]_m2.C=C=O_m1>>CCCC(=O)[CH2]_m2,2,1,2,3
[CH3]_m2.CC(=O)C=C_m1>>CC[CH]C(=O)C_m2,0,4,0,1
C[C]=O_m2.CC=C_m1>>C[CH]CC(=O)C_m2,1,2,4,3
CC(=O)[CH2]_m2.C=C_m1>>[CH2]CCC(=O)C_m2,3,1,4,3
CC[C]=O_m2.C=C_m1>>CCC(=O)C[CH2]_m2,2,1,2,4
C[CH2]_m2.CC=C=O_m1>>C[CH]C(=O)CC_m2,1,2,5,3
CC[CH]C(=O)C_m2.[O][O]_m3>>CCC(C(=O)C)O[O]_m2,2,1,2,6
C[CH]CC(=O)C_m2.[O][O]_m3>>CC(O[O])CC(=O)C_m2,1,1,1,2
[CH2]CCC(=O)C_m2.[O][O]_m3>>[O]OCCCC(=O)C_m2,0,1,2,1
CCC(=O)C[CH2]_m2.[O][O]_m3>>CCC(=O)CCO[O]_m2,5,1,5,6
[CH2]CO_m2.CC=C_m1>>C[CH]CCCO_m2,0,2,4,3
[CH3]_m2.OCCC=C_m1>>CC[CH]CCO_m2,0,4,0,1
[CH2]O_m2.CCC=C_m1>>CC[CH]CCO_m2,0,3,5,4
C[CH2]_m2.OCC=C_m1>>CCC[CH]CO_m2,1,3,1,2
CC[CH2]_m2.OC=C_m1>>CCCC[CH]O_m2,2,2,2,3
CCCC[CH]O_m2.[O][O]_m3>>CCCCC(O[O])O_m2,4,1,4,5
CCC[CH]CO_m2.[O][O]_m3>>CCCC(O[O])CO_m2,3,1,3,4
CC[CH]CCO_m2.[O][O]_m3>>OCCC(O[O])CC_m2,2,1,3,4
C[CH]CCCO_m2.[O][O]_m3>>OCCCC(O[O])C_m2,1,1,4,5
[CH2]CCCCO_m2.[O][O]_m3>>OCCCCCO[O]_m2,0,1,5,6
CCC[CH2]_m2.C=C_m1>>CCCCC[CH2]_m2,3,1,3,4
CC[CH2]_m2.CC=C_m1>>C[CH]CCCC_m2,2,2,4,3
C[CH2]_m2.CCC=C_m1>>CC[CH]CCC_m2,1,3,5,4
[CH3]_m2.CCCC=C_m1>>CC[CH]CCC_m2,0,4,0,1
CCCCC[CH2]_m2.[O][O]_m3>>CCCCCCO[O]_m2,5,1,5,6
C[CH]CCCC_m2.[O][O]_m3>>CC(O[O])CCCC_m2,1,1,1,2
CC[CH]CCC_m2.[O][O]_m3>>CCCC(O[O])CC_m2,2,1,3,4
CCCC[CH2]_m2.C=O_m1>>CCCCCC[O]_m2,4,0,4,5
CCC[CH2]_m2.CC=O_m1>>CCCCC([O])C_m2,3,1,3,4
CC[CH2]_m2.CCC=O_m1>>CCCC(CC)[O]_m2,2,2,2,3
O[O]_m2.CCCCC=C_m1>>CCCC[CH]COO_m2,1,5,7,6
O[O]_m2.CCCCC=C_m1>>[CH2]C(OO)CCCC_m2,1,4,4,3
O[O]_m2.CCCC=CC_m1>>CC(OO)[CH]CCC_m2,1,4,2,1
O[O]_m2.CCCC=CC_m1>>CCCC(OO)[CH]C_m2,1,3,4,3
O[O]_m2.CCC=CCC_m1>>CC[CH]C(OO)CC_m2,1,3,5,4
[CH2]COO_m2.CCC=C_m1>>CC[CH]CCCOO_m2,0,3,5,4
OOC([CH2])C_m2.CC=C_m1>>CC(OO)CC[CH]C_m2,3,2,4,5
[CH2]C(OO)CC_m2.C=C_m1>>[CH2]CCC(OO)CC_m2,0,1,4,3
CCCC[CH]COO_m2.[O][O]_m3>>CCCCC(COO)O[O]_m2,4,1,4,8
CC[CH]CCCOO_m2.[O][O]_m3>>OOCCCC(O[O])CC_m2,2,1,5,6
C[CH]CCCCOO_m2.[O][O]_m3>>OOCCCCC(O[O])C_m2,1,1,6,7
[CH2]C(OO)CCCC_m2.[O][O]_m3>>CCCCC(CO[O])OO_m2,0,1,5,6
CC(OO)[CH]CCC_m2.[O][O]_m3>>CC(C(O[O])CCC)OO_m2,4,1,2,3
CC(OO)C[CH]CC_m2.[O][O]_m3>>OOC(CC(O[O])CC)C_m2,5,1,4,5
CC(OO)CC[CH]C_m2.[O][O]_m3>>OOC(CCC(O[O])C)C_m2,6,1,5,6
CC(OO)CCC[CH2]_m2.[O][O]_m3>>[O]OCCCCC(OO)C_m2,7,1,2,1
CCCC(OO)C[CH2]_m2.[O][O]_m3>>CCCC(CCO[O])OO_m2,7,1,5,6
CCCC(OO)[CH]C_m2.[O][O]_m3>>CC(C(OO)CCC)O[O]_m2,6,1,1,8
CC[CH]C(OO)CC_m2.[O][O]_m3>>CCC(C(OO)CC)O[O]_m2,2,1,2,8
C[CH]CC(OO)CC_m2.[O][O]_m3>>[O]OC(CC(OO)CC)C_m2,1,1,2,1
[CH2]CCC(OO)CC_m2.[O][O]_m3>>[O]OCCCC(OO)CC_m2,0,1,2,1
OOCC(OO)[CH2]_m2.CC=C_m1>>C[CH]CCC(COO)OO_m2,6,2,4,3
[CH]=O_m2.CCCCC=O_m1>>CCCCC(C=O)[O]_m2,0,4,5,4
[CH2]CCC=O_m2.CC=O_m1>>O=CCCCC([O])C_m2,0,1,4,5
CCCC[C]=O_m2.C=O_m1>>CCCCC(=O)C[O]_m2,4,0,4,6
[CH2]CCC(=O)C_m2.C=O_m1>>[O]CCCCC(=O)C_m2,0,0,2,1
CCCC(=O)[CH2]_m2.C=O_m1>>CCCC(=O)CC[O]_m2,5,0,5,6
CCC[C]=O_m2.CC=O_m1>>CCCC(=O)C([O])C_m2,3,1,3,5
CC[C]=O_m2.CCC=O_m1>>CCC(=O)C(CC)[O]_m2,2,2,2,4
CCC(=O)[CH2]_m2.CC=O_m1>>CCC(=O)CC([O])C_m2,4,1,4,5
CCC(=O)C[CH2]_m2.C=O_m1>>[O]CCCC(=O)CC_m2,5,0,2,1
O[O]_m2.CCCC=CCOO_m1>>CCC[CH]C(COO)OO_m2,1,4,9,5
O[O]_m2.CCCC(C=C)OO_m1>>CCCC([CH]COO)OO_m2,1,5,7,6
O[O]_m2.CCCC=CCOO_m1>>CCCC([CH]COO)OO_m2,1,3,9,3
O[O]_m2.CCC=CCCOO_m1>>CC[CH]C(CCOO)OO_m2,1,3,9,4
O[O]_m2.CCC(OO)CC=C_m1>>OOC[CH]CC(OO)CC_m2,1,7,1,2
O[O]_m2.CCC=CCCOO_m1>>OOCC[CH]C(OO)CC_m2,1,2,7,6
O[O]_m2.OOCCCC=CC_m1>>OOCCCC(OO)[CH]C_m2,1,5,6,5
O[O]_m2.CC(OO)CCC=C_m1>>OOC[CH]CCC(OO)C_m2,1,7,1,2
O[O]_m2.OOCCCC=CC_m1>>OOCCC[CH]C(OO)C_m2,1,6,8,7
O[O]_m2.OOCCCCC=C_m1>>OOCCCCC(OO)[CH2]_m2,1,6,7,6
O[O]_m2.CCCC(C=C)OO_m1>>[CH2]C(C(OO)CCC)OO_m2,1,4,10,3
O[O]_m2.CCC(OO)CC=C_m1>>OOC(CC(OO)CC)[CH2]_m2,1,6,1,2
O[O]_m2.CC=CC(OO)CC_m1>>OOC([CH]C(OO)CC)C_m2,1,1,1,2
O[O]_m2.CC(OO)CC=CC_m1>>OOC(CC(OO)[CH]C)C_m2,1,5,5,4
O[O]_m2.CC(OO)CCC=C_m1>>OOC(CCC(OO)C)[CH2]_m2,1,6,1,2
O[O]_m2.CC(OO)CC=CC_m1>>OOC([CH]CC(OO)C)C_m2,1,6,1,2
O[O]_m2.CC=CC(OO)CC_m1>>C[CH]C(C(OO)CC)OO_m2,1,2,9,3
CC[CH2]_m2.C#C_m1>>CCCC=[CH]_m2,2,1,2,3
CCC[CH2]_m2.OOCC=O_m1>>CCCCC(COO)[O]_m2,3,3,3,4
C[CH2]_m2.OOCCCC=O_m1>>OOCCCC(CC)[O]_m2,1,5,6,5
[CH3]_m2.OOCCCCC=O_m1>>OOCCCCC([O])C_m2,0,6,8,6
CC[CH2]_m2.CC(C=O)OO_m1>>CC(C(CCC)[O])OO_m2,2,2,3,2
C[CH2]_m2.CC(OO)CC=O_m1>>CCC(CC(OO)C)[O]_m2,1,5,1,2
[CH3]_m2.CC(OO)CCC=O_m1>>OOC(CCC([O])C)C_m2,0,6,7,5
CC(OO)CC[CH2]_m2.C=O_m1>>[O]CCCCC(OO)C_m2,6,0,2,1
[CH2]C(OO)CCC_m2.C=O_m1>>CCCC(CC[O])OO_m2,0,0,4,5
[CH3]_m2.CCCC(C=O)OO_m1>>CCCC(C([O])C)OO_m2,0,4,6,4
C[CH2]_m2.CCC(C=O)OO_m1>>CCC(C(CC)[O])OO_m2,1,3,4,3
[CH3]_m2.CCC(OO)CC=O_m1>>CCC(CC([O])C)OO_m2,0,6,6,4
CCC(OO)C[CH2]_m2.C=O_m1>>[O]CCCC(OO)CC_m2,6,0,2,1
[CH2]OO_m2.CCCCC=O_m1>>CCCCC(COO)[O]_m2,0,4,5,4
[CH2]CCOO_m2.CCC=O_m1>>OOCCCC(CC)[O]_m2,0,2,4,5
[CH2]CCCOO_m2.CC=O_m1>>OOCCCCC([O])C_m2,0,1,5,6
OOC([CH2])C_m2.CCC=O_m1>>CCC(CC(OO)C)[O]_m2,3,2,3,2
CC(OO)C[CH2]_m2.CC=O_m1>>OOC(CCC([O])C)C_m2,5,1,4,5
[CH2]C(OO)CC_m2.CC=O_m1>>CCC(CC([O])C)OO_m2,0,1,3,4
[H]_m2.CCCCC=C_m1>>CCCCC[CH2]_m2,0,4,17,4
[H]_m2.CCCCC=C_m1>>C[CH]CCCC_m2,0,5,7,0
[H]_m2.CCCC=CC_m1>>C[CH]CCCC_m2,0,3,10,3
[H]_m2.CCCC=CC_m1>>CC[CH]CCC_m2,0,4,10,1
[H]_m2.CCC=CCC_m1>>CC[CH]CCC_m2,0,3,12,4
[OH]_m2.CCCCC=C_m1>>CCCC[CH]CO_m2,0,5,7,6
[OH]_m2.CCCCC=C_m1>>CCCCC(O)[CH2]_m2,0,4,5,4
[OH]_m2.CCCC=CC_m1>>CCC[CH]C(O)C_m2,0,4,6,5
[OH]_m2.CCCC=CC_m1>>CCCC([CH]C)O_m2,0,3,7,3
[OH]_m2.CCC=CCC_m1>>CC[CH]C(CC)O_m2,0,3,7,4
CCCC[CH]CO_m2.[O][O]_m3>>CCCCC(O[O])CO_m2,4,1,4,5
CCCCC(O)[CH2]_m2.[O][O]_m3>>CCCCC(CO[O])O_m2,6,1,5,6
CCC[CH]C(O)C_m2.[O][O]_m3>>CCCC(C(O)C)O[O]_m2,3,1,3,7
CCCC([CH]C)O_m2.[O][O]_m3>>CC(C(CCC)O)O[O]_m2,4,1,1,7
C[CH2]_m2.C=CC=C_m1>>CCC[CH]C=C_m2,1,0,1,2
[CH2]C=C_m2.CC=C_m1>>C[CH]CCC=C_m2,4,2,4,3
[CH2]CC=C_m2.C=C_m1>>[CH2]CCCC=C_m2,0,1,4,3
[CH3]_m2.CC=CC=C_m1>>CC[CH]C=CC_m2,0,4,0,1
C[CH]C=C_m2.C=C_m1>>[CH2]CCC=CC_m2,4,1,4,3
CC[CH2]_m2.C=CC=O_m1>>CCCC(C=C)[O]_m2,2,2,2,3
[CH2]CC=C_m2.CC=O_m1>>C=CCCC([O])C_m2,0,1,3,4
[CH2]CCC=C_m2.C=O_m1>>[O]CCCCC=C_m2,0,0,2,1
C[CH2]_m2.CC=CC=O_m1>>CC=CC(CC)[O]_m2,1,3,4,3
C[CH]C=C_m2.CC=O_m1>>CC=CCC([O])C_m2,4,1,3,4
[CH2]CC=CC_m2.C=O_m1>>CC=CCCC[O]_m2,0,0,4,5
CC[CH]C=C_m2.C=O_m1>>[O]CCC=CCC_m2,5,0,2,1
CC[CH2]_m2.C=CC=O_m1>>CCCC[CH]C=O_m2,2,0,2,3
[CH]=O_m2.CCCC=C_m1>>CCC[CH]CC=O_m2,0,4,6,5
[CH2]C=O_m2.CCC=C_m1>>CC[CH]CCC=O_m2,0,3,5,4
[CH2]CC=O_m2.CC=C_m1>>C[CH]CCCC=O_m2,0,2,4,3
[CH2]CCC=O_m2.C=C_m1>>[CH2]CCCCC=O_m2,0,1,4,3
C=[CH]_m2.C=CC=C_m1>>C=C[CH]CC=C_m2,1,0,5,4
CCCCCC[CH2]_m2.[O][O]_m3>>CCCCCCCO[O]_m2,6,1,6,7
C[CH]CCCCC_m2.[O][O]_m3>>CCCCCC(O[O])C_m2,1,1,5,6
CC[CH]CCCC_m2.[O][O]_m3>>CCCCC(O[O])CC_m2,2,1,4,5
CCC[CH]CCC_m2.[O][O]_m3>>CCCC(CCC)O[O]_m2,3,1,3,7
O[O]_m2.CCCCCC=C_m1>>CCCCC[CH]COO_m2,1,6,8,7
O[O]_m2.CCCCCC=C_m1>>CCCCCC(OO)[CH2]_m2,1,5,6,5
O[O]_m2.CCCCC=CC_m1>>CCCC[CH]C(OO)C_m2,1,5,7,6
O[O]_m2.CCCCC=CC_m1>>CCCCC(OO)[CH]C_m2,1,4,5,4
O[O]_m2.CCCC=CCC_m1>>CCC[CH]C(OO)CC_m2,1,4,6,5
O[O]_m2.CCCC=CCC_m1>>CC[CH]C(CCC)OO_m2,1,3,8,4
[CH2]COO_m2.CCCC=C_m1>>CCC[CH]CCCOO_m2,0,4,6,5
OOC([CH2])C_m2.CCC=C_m1>>CC[CH]CCC(OO)C_m2,3,3,5,4
[CH2]C(OO)CC_m2.CC=C_m1>>C[CH]CCC(OO)CC_m2,0,2,4,3
[CH2]C(OO)CCC_m2.C=C_m1>>CCCC(CC[CH2])OO_m2,0,1,4,5
[CH]=O_m2.CCCCCC=O_m1>>CCCCCC(C=O)[O]_m2,0,5,6,5
[CH2]CCC=O_m2.CCC=O_m1>>O=CCCCC(CC)[O]_m2,0,2,4,5
CCCCC[C]=O_m2.C=O_m1>>CCCCCC(=O)C[O]_m2,5,0,5,7
CCCCC(=O)[CH2]_m2.C=O_m1>>CCCCC(=O)CC[O]_m2,6,0,6,7
CCCC[C]=O_m2.CC=O_m1>>CCCCC(=O)C([O])C_m2,4,1,4,6
CC[C]=O_m2.CCCC=O_m1>>CCCC(C(=O)CC)[O]_m2,2,3,4,3
CCC(=O)C[CH2]_m2.CC=O_m1>>CCC(=O)CCC([O])C_m2,5,1,5,6
[CH2]CCC(=O)CC_m2.C=O_m1>>[O]CCCCC(=O)CC_m2,0,0,2,1
CCCC(=O)C[CH2]_m2.C=O_m1>>CCCC(=O)CCC[O]_m2,6,0,6,7
CCCC(=O)[CH2]_m2.CC=O_m1>>CCCC(=O)CC([O])C_m2,5,1,5,6
CCC[C]=O_m2.CCC=O_m1>>CCCC(=O)C(CC)[O]_m2,3,2,3,5
[H]_m2.CCCC(=O)CC(=O)C_m1>>CCCC(=O)CC([O])C_m2,0,6,18,6
[H]_m2.CCCC(=O)CC(=O)C_m1>>CCCC(=O)CC([O])C_m2,0,6,18,6
CCCC[CH2]_m2.OOCC=O_m1>>CCCCCC(COO)[O]_m2,4,3,4,5
C[CH2]_m2.OOCCCCC=O_m1>>OOCCCCC(CC)[O]_m2,1,6,7,6
[CH2]CCCOO_m2.CCC=O_m1>>OOCCCCC(CC)[O]_m2,0,2,5,6
CCC[CH2]_m2.CC(C=O)OO_m1>>CC(C(CCCC)[O])OO_m2,3,2,3,2
CC[CH2]_m2.CC(OO)CC=O_m1>>CC(OO)CC(CCC)[O]_m2,2,5,6,5
OOC([CH2])C_m2.CCCC=O_m1>>CC(OO)CC(CCC)[O]_m2,3,3,4,5
C[CH2]_m2.CC(OO)CCC=O_m1>>CCC(CCC(OO)C)[O]_m2,1,6,1,2
CC(OO)C[CH2]_m2.CCC=O_m1>>CCC(CCC(OO)C)[O]_m2,5,2,3,2
[CH3]_m2.O=CCCCC(OO)C_m1>>OOC(CCCC([O])C)C_m2,0,1,8,6
CC(OO)CC[CH2]_m2.CC=O_m1>>OOC(CCCC([O])C)C_m2,6,1,5,6
[CH3]_m2.CCCCC(C=O)OO_m1>>CCCCC(C([O])C)OO_m2,0,5,7,5
CCC(OO)C[CH2]_m2.CC=O_m1>>CCC(CCC([O])C)OO_m2,6,1,4,5
CCCC(OO)C[CH2]_m2.C=O_m1>>CCCC(CCC[O])OO_m2,7,0,5,6
[CH2]C(OO)CCC_m2.CC=O_m1>>CCCC(CC([O])C)OO_m2,0,1,4,5
CCC[CH2]_m2.C=C=O_m1>>CCCCC(=O)[CH2]_m2,3,1,3,4
CCC(=O)[CH2]_m2.C=C_m1>>[CH2]CCC(=O)CC_m2,4,1,4,3
CCC[C]=O_m2.C=C_m1>>CCCC(=O)C[CH2]_m2,3,1,3,5
[H]_m2.CCCCCC=C_m1>>CCCCCC[CH2]_m2,0,5,20,5
[H]_m2.CCCCCC=C_m1>>C[CH]CCCCC_m2,0,6,8,0
[H]_m2.CCCCC=CC_m1>>C[CH]CCCCC_m2,0,4,11,3
[H]_m2.CCCCC=CC_m1>>CC[CH]CCCC_m2,0,5,11,1
[H]_m2.CCCC=CCC_m1>>CC[CH]CCCC_m2,0,3,13,4
[OH]_m2.CCCCCC=C_m1>>CCCCC[CH]CO_m2,0,6,8,7
[OH]_m2.CCCCCC=C_m1>>CCCCCC(O)[CH2]_m2,0,5,6,5
[OH]_m2.CCCCC=CC_m1>>CCCC[CH]C(O)C_m2,0,5,7,6
[OH]_m2.CCCCC=CC_m1>>CCCCC([CH]C)O_m2,0,4,8,4
[OH]_m2.CCCC=CCC_m1>>CCC[CH]C(CC)O_m2,0,4,8,5
[OH]_m2.CCCC=CCC_m1>>CC[CH]C(CCC)O_m2,0,3,8,4
CC[CH2]_m2.C=CC=C_m1>>CCCC[CH]C=C_m2,2,0,2,3
[CH2]C=C_m2.CCC=C_m1>>CC[CH]CCC=C_m2,4,3,5,4
[CH2]CC=C_m2.CC=C_m1>>C[CH]CCCC=C_m2,0,2,4,3
[CH2]CCC=C_m2.C=C_m1>>[CH2]CCCCC=C_m2,0,1,4,3
C[CH2]_m2.CC=CC=C_m1>>CCC[CH]C=CC_m2,1,4,1,2
C[CH]C=C_m2.CC=C_m1>>C[CH]CCC=CC_m2,4,2,4,3
[CH2]CC=CC_m2.C=C_m1>>[CH2]CCCC=CC_m2,0,1,4,3
CC[CH]C=C_m2.C=C_m1>>[CH2]CCC=CCC_m2,5,1,4,3
CCC[CH2]_m2.C=CC=O_m1>>CCCCC(C=C)[O]_m2,3,2,3,4
CC[CH2]_m2.CC=CC=O_m1>>CCCC(C=CC)[O]_m2,2,3,2,3
C[CH2]_m2.CCC=CC=O_m1>>CCC=CC(CC)[O]_m2,1,4,5,4
[CH2]C=O_m2.C=O_m1>>[O]CCC=O_m2,0,0,2,1
[CH2]C=O_m2.CC=O_m1>>CC(CC=O)[O]_m2,0,1,2,1
[H]_m2.C#CC#CC#C_m1>>C#C[C]=CC#C_m2,0,3,7,3
c1[c]cccc1_m2.[O][O]_m3>>[O]Oc1ccccc1_m2,1,1,2,1
[H]_m2.O=C1C=CC(=O)C=C1_m1>>[O]C1C=CC(=O)C=C1_m2,0,4,8,1
[H]_m2.O=C1C=CC=CC1=O_m1>>[O]C1C=CC=CC1=O_m2,0,1,8,1
[H]_m2.C1C=CC=C1_m1>>C1[CH]C=CC1_m2,0,4,10,5
O[C]=O_m2.O=C=O_m1>>OC(=O)C(=O)[O]_m2,1,1,1,3
[H]_m2.O=C1C=CC=C1_m1>>[O]C1C=CC=C1_m2,0,1,6,1
[CH]=CC=O_m2.C#C_m1>>[CH]=CC=CC=O_m2,0,1,3,2
[CH]=O_m2.C#C_m1>>[CH]=CC=O_m2,0,1,3,2
[CH3]_m2.O=C=O_m1>>CC(=O)[O]_m2,0,1,0,1
[H]_m2.[O][O]_m3>>O[O]_m2,0,1,2,0
[CH3]_m2.[O][O]_m3>>CO[O]_m2,0,1,0,1
[H]_m2.C=O_m1>>[CH2]O_m2,0,1,4,3
[H]_m2.C=O_m1>>C[O]_m2,0,0,2,0
[H]_m2.C=C_m1>>C[CH2]_m2,0,1,4,0
[H]_m2.C#C_m1>>C=[CH]_m2,0,1,3,0
[H]_m2.C=C=O_m1>>C[C]=O_m2,0,0,3,0
[H]_m2.C=C=O_m1>>[CH2]C=O_m2,0,1,5,3
C#[C]_m2.C#C_m1>>[CH]=CC#C_m2,1,1,3,2
CCCC[CH2]_m2.C=C_m1>>CCCCCC[CH2]_m2,4,1,4,5
CCC[CH2]_m2.CC=C_m1>>C[CH]CCCCC_m2,3,2,4,3
CC[CH2]_m2.CCC=C_m1>>CC[CH]CCCC_m2,2,3,5,4
[CH3]_m2.CCCCC=C_m1>>CC[CH]CCCC_m2,0,5,0,1
C[CH2]_m2.CCCC=C_m1>>CCC[CH]CCC_m2,1,4,6,5
